krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
140,3.9978,173,0.459,180,2.5948,172,0.3418
66,2.9209,163,1.05,168,1.9714,157,1.602
160,3.8472,173,1.5047,180,2.7232,135,2.3278
179,1.5667,154,0.3181,162,1.538,163,3.0056
61,1.9089,177,1.4053,167,1.3859,176,1.4768
152,3.4362,167,0.3722,174,1.6441,164,2.1942
165,5.6344,167,2.7534,180,0.5597,160,2.038
11,4.271,180,0.6513,151,0.5213,173,1.5429
25,2.9754,180,1.8544,180,0.6935,175,1.1883
136,8.2292,177,1.2384,177,0.4193,179,2.0107
58,8.1426,162,0.8753,179,0.7633,136,1.5577
19,7.5854,178,2.2486,176,0.3667,152,1.4412
73,1.8561,180,1.7389,180,0.2787,171,1.1294
169,1.4721,173,1.2976,140,0.2428,166,2.9995
118,1.481,173,1.0312,179,0.3484,175,1.0134
76,1.7802,179,1.5468,178,0.5729,168,0.8715
177,2.2496,170,3.7305,147,0.1626,175,1.381
165,2.7664,178,3.0585,180,0.78,173,0.8658
178,3.4859,175,1.6474,179,0.779,178,0.9269
180,1.396,176,1.4974,179,0.4865,162,1.3479
180,3.3289,177,1.0217,179,0.2683,178,0.9688
169,2.1429,179,1.06,139,0.2447,179,1.4422
159,6.1907,178,1.7412,180,1.8473,166,1.3906
179,4.6184,180,1.1385,180,0.6242,175,0.8994
154,2.1246,178,0.5559,180,0.8345,156,1.1401
180,8.9616,176,2.4313,180,0.7176,164,0.9728
160,2.2309,162,1.4699,180,1.0414,147,1.6866
54,3.7622,147,0.7609,179,0.7295,170,1.2662
179,3.4274,176,0.1923,180,0.6538,180,0.9683
19,10.479,175,2.5352,180,0.7179,160,1.0368
164,2.5329,179,1.5368,180,0.587,180,0.8168
179,2.7599,177,1.9684,180,0.8595,179,0.9653
63,5.0603,180,1.0095,180,0.5985,131,1.2494
170,2.1465,160,0.7469,180,0.5139,180,0.7592
5,0.3875,178,1.3705,180,0.5347,178,0.8654
179,3.3277,179,1.9857,161,0.5543,177,0.9836
179,2.9199,177,1.5044,177,0.5969,180,1.2644
166,2.8291,180,0.5014,180,0.5347,128,1.0786
175,2.1537,168,1.6583,175,0.5024,178,0.7643
131,3.7375,175,1.4895,180,1.3407,180,0.9631
54,6.24,180,1.0248,179,1.0189,179,0.7854
179,4.3947,180,1.6534,180,0.9326,155,0.8313
26,4.1091,114,0.2072,179,1.0747,153,2.0164
180,3.3775,180,0.9953,180,1.4067,177,1.1036
6,1.6645,174,1.3674,180,0.9083,133,0.7359
133,4.368,149,1.5273,180,1.4731,162,0.7526
129,2.3134,180,0.611,180,1.0173,148,0.5649
79,4.2355,173,1.1939,180,0.9263,147,1.1157
107,3.7281,175,1.0802,180,0.9765,176,0.8474
114,2.7708,167,1.1305,179,0.7991,155,1.024
167,3.5412,179,0.4982,172,1.0916,129,1.5703
179,1.4816,180,1.5151,180,1.0044,179,1.0351
167,1.4509,179,0.8683,177,0.684,136,0.8119
50,2.1211,177,1.3225,174,1.3083,170,0.544
139,1.6224,175,2.4213,176,1.8941,175,0.6005
59,2.3226,180,1.6242,176,1.5843,137,0.5961
177,2.936,179,0.5233,179,1.2702,175,0.5356
130,1.9651,177,0.4291,152,1.2208,162,0.5278
178,3.3588,174,0.3956,179,2.2577,156,0.7244
131,2.3417,166,1.0522,180,0.3415,178,0.8022
78,2.2359,173,0.8454,180,0.3606,146,1.3136
168,2.3661,159,1.1039,142,0.4754,170,0.8255
47,1.9126,179,2.2713,179,0.8988,133,0.6827
119,2.0079,177,1.2865,180,0.7522,130,0.5849
168,3.6905,180,0.2881,179,0.7152,147,0.5917
177,2.8919,177,1.6186,180,0.4092,174,0.9938
177,6.179,179,1.3826,179,0.3485,154,0.56
8,1.3918,180,1.3522,180,0.3541,178,0.5699
50,2.7662,180,0.7456,179,0.409,175,0.7156
179,7.5509,177,0.4051,180,0.3363,152,0.5045
6,0.9069,177,0.9876,180,0.3423,180,0.6135
149,6.4504,163,2.8708,180,0.348,159,0.5009
180,1.5914,174,1.9599,179,0.3772,173,0.7259
47,2.3483,177,2.0696,180,0.2573,156,0.5692
174,3.4113,177,3.4367,180,0.2711,156,0.6294
173,3.2134,177,0.6606,162,0.3507,179,0.863
148,3.2301,179,2.4731,180,0.3564,164,0.9929
20,8.274,172,0.2507,180,0.3417,164,0.4465
134,2.1451,178,0.3859,179,0.3157,174,0.8547
48,2.211,180,1.6795,180,0.9489,170,0.6306
178,1.7793,170,1.7903,178,0.2985,177,0.3774
117,1.5848,178,1.6938,177,0.3808,180,0.3176
0,0,178,1.0403,178,0.4221,179,0.3141
173,4.7647,180,1.2638,178,0.3165,178,0.4364
53,1.5235,180,1.0452,179,0.3144,160,0.2746
180,2.1704,174,1.1232,176,0.7316,145,0.5028
178,1.7994,174,1.6903,179,0.216,178,0.3622
161,2.1726,167,0.8859,180,0.2634,180,0.4001
76,3.5899,177,1.7251,179,0.3066,178,0.2103
180,3.4721,178,1.3441,180,0.2178,179,0.2859
0,0,133,1.3023,178,0.2085,166,0.2585
179,2.8356,176,0.5913,180,0.278,179,0.305
0,0,178,0.2368,180,0.2576,180,0.292
180,2.011,176,1.3343,179,0.2763,180,0.3795
25,3.6803,169,0.871,173,0.331,179,0.2377
179,4.1599,180,1.2692,176,0.335,159,0.8116
178,3.902,179,0.9483,178,0.2903,155,0.2124
110,5.6262,153,0.3008,172,0.2134,179,0.2823
134,5.1749,177,2.5152,173,0.2171,177,0.2787
119,1.7931,180,2.3984,179,0.5156,180,0.2355
156,1.7836,173,2.2351,175,0.2455,180,0.3225
176,3.2743,177,1.0442,175,0.262,180,0.41
50,6.1042,158,1.179,179,0.375,172,0.2231
179,4.5518,170,1.388,176,0.3186,180,0.2696
0,0,173,1.0061,179,0.2834,180,0.215
171,2.1779,180,2.6696,178,0.2665,155,0.2939
0,0,173,1.8014,159,0.4729,179,0.2375
144,2.3022,172,0.3108,151,0.3329,177,0.4881
85,2.5777,175,0.6067,177,1.6067,176,0.2026
170,1.8204,179,1.4403,180,1.258,164,0.9531
153,4.0149,170,0.3656,176,0.7704,168,0.21
0,0,172,1.0072,175,1.0447,180,0.5137
180,2.8404,170,0.7214,152,1.0123,179,0.5367
104,7.137,178,0.7652,174,0.8634,174,0.3735
178,3.7162,179,1.2835,180,1.7994,177,0.3188
144,1.6499,176,1.3402,176,0.8146,180,0.4909
143,6.0468,178,1.2566,180,0.8048,180,0.3192
9,2.7708,180,0.8804,180,0.7593,180,0.3927
109,1.413,178,0.8188,180,0.5575,173,0.462
114,1.6699,179,2.1063,178,0.5565,180,0.353
69,2.1145,180,1.6245,180,0.6799,175,0.4429
180,2.7304,179,3.3891,179,0.6478,161,0.4401
6,1.3528,173,0.356,180,0.4905,165,0.4269
180,3.0107,177,1.0855,175,0.4155,152,0.3565
37,2.0026,178,1.0415,178,0.5382,179,0.2764
39,4.7488,173,0.8398,180,0.4736,151,0.4749
175,2.7585,173,0.6781,176,0.5216,180,0.2397
177,2.9177,180,0.55,174,0.388,178,0.2984
170,1.592,178,1.4848,175,0.3508,134,0.5061
90,1.8535,170,0.3682,180,0.6459,163,0.3531
16,25.286,179,1.5794,177,0.4122,180,0.3223
169,1.8448,175,1.3864,154,0.4181,178,0.317
10,1.0048,177,2.5328,179,0.8698,180,0.345
170,3.0421,172,1.563,178,1.1314,180,0.3922
0,0,179,1.757,180,0.9753,180,0.3199
153,4.9061,174,2.9116,154,0.9174,180,0.4374
163,1.4821,176,0.7389,179,1.2948,178,0.4182
9,0.8013,154,1.36,179,1.1415,159,0.3525
172,3.3377,172,2.8261,178,1.0134,114,0.5649
0,0,172,1.9968,180,0.7742,91,0.7593
178,4.4434,178,1.2873,114,1.1701,130,0.4898
180,4.1549,176,1.3582,156,0.8492,163,0.3409
0,0,178,1.5799,173,0.9297,180,0.273
84,4.2892,177,1.569,,,179,0.6388
167,1.9819,,,,,178,0.2548
0,0,,,,,179,0.4308
168,2.0955,,,,,179,0.1512
59,4.6559,,,,,180,0.2636
178,3.0918,,,,,157,0.2962
149,3.732,,,,,179,0.3502
161,3.7716,,,,,,
35,5.9472,,,,,,
0,0,,,,,,
163,2.0484,,,,,,
38,4.8831,,,,,,
167,3.8533,,,,,,
58,1.8636,,,,,,
178,3.2341,,,,,,
69,1.9459,,,,,,
0,0,,,,,,
177,1.8828,,,,,,
155,3.4028,,,,,,
134,2.4898,,,,,,
169,1.7043,,,,,,
1,1.1106,,,,,,
178,2.2099,,,,,,
139,6.923,,,,,,
179,4.0439,,,,,,
179,1.5182,,,,,,
107,1.9847,,,,,,
0,0,,,,,,
176,3.1572,,,,,,
86,6.0867,,,,,,
173,2.8604,,,,,,
164,1.5376,,,,,,
56,2.1102,,,,,,
155,4.9732,,,,,,
179,2.7498,,,,,,
136,1.9685,,,,,,
177,2.0885,,,,,,
179,2.1373,,,,,,
172,1.9906,,,,,,
50,1.0692,,,,,,
176,2.0845,,,,,,
19,2.5461,,,,,,
172,2.3633,,,,,,
5,2.3005,,,,,,
147,2.8143,,,,,,
5,1.4485,,,,,,
179,2.3869,,,,,,
14,4.5631,,,,,,
112,4.7375,,,,,,
179,1.739,,,,,,
0,0,,,,,,
0,0,,,,,,
64,1.9441,,,,,,
175,2.8525,,,,,,
156,2.5912,,,,,,
42,3.5515,,,,,,
157,2.9201,,,,,,
111,4.0069,,,,,,
103,2.2779,,,,,,
93,2.146,,,,,,
125,1.7291,,,,,,
0,0,,,,,,
175,2.5766,,,,,,
156,6.3076,,,,,,
179,2.938,,,,,,
180,2.2735,,,,,,
171,1.6911,,,,,,
31,1.9441,,,,,,
149,2.3111,,,,,,
26,2.6074,,,,,,
180,2.3006,,,,,,
148,7.2584,,,,,,
