krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
137,7.4966,167,0.9483,180,1.1325,137,0.4228
132,4.181,173,0.7632,179,1.0337,179,2.5475
169,1.7948,176,2.4567,180,1.7213,165,1.8843
177,4.5487,178,1.5793,180,0.9306,176,1.75
178,7.8658,152,0.5693,180,0.8252,158,1.4944
180,4.4795,179,1.0195,180,0.7978,169,1.6731
57,3.7916,180,0.938,178,0.997,162,1.9921
103,5.3765,153,1.3639,164,0.9111,161,1.3432
148,1.4992,179,0.7856,179,1.0056,163,3.4662
56,2.3898,171,0.401,179,0.6529,179,1.0216
180,1.8725,168,0.3931,179,0.8928,159,1.6014
173,8.2904,180,1.0321,180,0.7557,168,2.1525
170,2.3251,169,0.4317,180,0.8329,117,2.1632
174,4.8358,180,0.7316,180,0.6629,180,1.1751
177,3.2651,179,0.3769,180,0.6369,177,0.9505
172,3.6914,155,0.3631,179,0.6467,115,1.1701
176,2.612,179,0.6574,180,0.5794,159,1.1317
179,2.572,125,0.3592,177,0.6183,153,1.1916
177,5.303,178,2.137,119,0.6438,161,0.9509
8,0.2021,176,0.2725,180,0.4952,134,1.5247
179,2.4134,179,0.355,180,1.1622,177,1.2053
174,3.7448,176,2.1796,180,0.4045,166,1.3064
161,1.8964,172,1.1873,177,0.5107,172,0.9552
57,2.4379,175,0.5461,178,0.4509,180,1.1641
130,1.8501,179,0.6041,179,0.3113,158,1.0231
8,0.5318,149,0.7676,180,0.349,157,1.3327
141,7.0847,177,1.3287,178,0.3644,141,1.7117
114,9.9426,119,0.7173,179,0.3171,174,0.9286
105,3.5996,110,0.3344,180,0.2663,180,0.9275
179,2.4201,163,0.4197,180,0.3803,179,0.9357
176,2.7737,169,0.7552,178,0.2711,177,1.3987
169,1.8454,177,1.1945,179,0.2578,178,0.7128
167,5.8277,176,2.9237,180,0.299,142,1.3319
177,4.4998,174,1.4353,180,0.3975,173,0.955
148,3.2254,167,0.2964,180,0.2628,143,0.8385
