krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
88,3.5514,178,2.4773,177,0.4775,165,3.6167
179,4.7301,177,1.0867,115,0.1115,179,3.2414
93,5.4178,180,0.6794,176,0.9438,180,1.7951
179,1.6458,180,1.0305,179,0.7103,172,1.9466
179,3.8579,177,2.2155,177,0.3745,180,1.3727
177,2.5529,178,1.2324,180,0.3207,173,1.5188
55,5.7783,174,0.6077,178,0.7369,151,2.7125
4,0.6802,178,0.8626,179,0.6708,168,2.453
178,2.5476,177,2.2393,178,0.4609,163,1.6717
105,6.9652,180,0.6499,180,0.5297,175,1.4436
17,6.908,178,1.0044,172,0.2916,180,1.6829
180,1.9633,180,2.303,179,0.3037,180,1.3336
6,4.0846,177,1.0886,179,0.9999,178,0.9584
177,3.5512,174,0.4144,173,1.5131,164,1.1082
10,2.346,180,1.5627,178,0.8028,178,1.0675
176,2.7781,174,1.958,179,1.0514,180,0.9889
7,2.2799,176,1.6608,180,1.1633,161,1.0569
180,2.7795,171,0.8936,166,1.142,171,1.7616
176,3.0733,179,1.6939,178,0.9962,174,0.9204
50,5.024,170,0.815,157,0.7764,174,1.0291
140,12.0376,175,1.3955,160,0.9303,171,1.5292
173,1.8274,180,0.6986,174,0.8795,179,0.916
127,2.0401,180,1.7294,178,1.7224,174,0.8351
60,2.2283,174,1.148,55,4.347,161,1.4231
180,4.7761,180,1.2814,174,1.2977,136,1.7898
180,3.1481,168,1.5993,177,1.6577,179,0.9456
169,1.5888,173,0.6321,178,2.686,176,0.8646
167,3.2206,171,1.1285,174,0.3817,151,1.596
177,2.3877,174,0.9865,179,0.955,172,1.1797
180,2.123,41,0.2016,179,0.5386,180,0.9554
177,3.9429,180,0.4547,180,0.5812,167,0.7691
179,2.261,176,1.1766,180,0.5401,180,0.7234
54,4.9712,179,2.7087,180,0.4389,163,1.0208
80,2.6375,179,1.1523,180,0.6777,180,0.9931
157,4.1645,180,1.3214,177,0.6079,177,0.7804
8,0.3532,178,0.9998,163,0.4583,176,1.1321
174,2.3165,173,2.7206,180,0.4423,177,0.6302
174,1.5195,174,1.7995,179,0.4693,162,1.0726
133,1.986,179,1.1601,176,0.4225,160,0.8633
68,1.631,180,2.5345,177,0.509,178,0.725
142,3.8213,168,0.3956,177,0.5673,169,0.9694
27,3.3464,176,1.3019,180,1.3561,172,0.8707
40,2.1799,180,1.1967,127,0.991,164,0.721
178,2.6926,168,1.0258,178,1.0831,179,0.5559
71,5.435,179,0.6751,177,1.0293,178,0.6615
176,4.4144,172,1.5205,177,0.8593,175,0.7198
76,1.6955,158,1.4009,155,0.9489,179,0.8979
180,4.1587,175,0.4558,180,0.9923,176,0.6682
144,2.7967,178,0.6608,174,0.9072,170,0.5792
10,0.6824,180,0.4153,180,1.096,167,0.6539
179,1.9231,179,0.3279,116,1.1758,120,0.807
5,1.8312,180,0.4066,180,1.4379,179,1.2204
180,1.5636,171,0.3637,163,0.962,173,1.0172
3,0.5202,177,0.7718,178,0.6103,180,0.6332
63,2.3113,177,1.8254,180,0.6225,165,0.7366
179,2.6426,176,0.5319,178,0.6101,180,0.6084
117,4.0435,178,1.3541,179,0.886,177,0.5992
53,4.5039,178,2.6438,180,1.7378,141,0.4832
129,3.0885,178,1.4445,180,1.2221,178,1.0613
49,2.8526,161,1.3134,180,1.2069,154,0.6229
179,1.4452,174,2.2464,180,0.7482,179,0.4307
180,1.5698,175,0.4592,179,0.5537,163,0.5084
10,3.1947,175,0.3067,179,0.6377,175,0.6296
168,6.3997,177,0.9702,179,0.7959,174,1.258
180,5.2355,179,1.0503,180,0.6641,153,0.5384
9,2.0807,179,0.6149,177,0.8214,180,0.546
180,2.036,166,2.8276,180,0.602,180,0.5012
180,2.8736,110,1.3352,179,0.6343,180,0.3183
176,1.8599,156,0.7891,177,0.5768,179,0.3206
42,2.1511,176,2.1321,178,0.5245,175,0.4784
166,2.4858,177,0.5567,180,1.0965,180,0.2826
180,3.097,167,0.6215,180,1.168,180,0.5357
153,2.6194,169,1.1989,179,0.7668,180,0.62
158,2.6288,179,0.414,179,0.5976,179,0.2711
17,3.5844,168,0.499,177,0.398,177,0.2521
180,2.4752,173,1.3492,180,0.4544,180,0.3505
178,2.2949,174,0.7085,180,0.5501,180,0.2699
167,1.9357,177,0.8863,176,0.2127,179,0.2457
38,2.3292,171,1.8946,180,0.35,165,0.2725
179,2.843,177,1.2732,180,0.2786,180,0.3625
175,1.569,175,0.4583,180,0.3109,159,0.3076
6,1.8002,178,0.3182,179,0.4647,180,0.3126
160,2.7634,167,1.241,176,0.3095,150,0.7603
173,3.3628,179,1.0658,180,0.5241,174,0.2272
177,1.7736,180,0.3637,179,0.2511,179,0.4955
176,5.5197,176,1.9186,180,0.3114,178,0.5181
167,3.4077,180,0.8693,177,0.2986,180,0.2425
156,5.1701,176,0.5035,180,0.3468,168,0.3179
159,3.5156,180,2.9076,176,0.2562,158,0.2664
81,3.8407,174,1.1738,172,0.3982,175,0.3954
180,2.154,170,0.4809,179,0.2557,132,0.3112
147,1.4991,175,2.3098,180,0.3639,178,0.3648
9,3.9767,157,0.6776,179,0.3156,166,0.5505
69,7.5756,168,0.9476,180,0.2982,180,0.3022
157,2.3705,179,1.7148,178,0.2945,177,0.2439
177,4.1028,180,1.1492,177,0.2727,180,0.2165
10,0.73,180,0.7021,174,0.1801,180,0.2953
175,5.343,173,1.7166,162,0.3052,175,0.2767
170,2.2454,176,1.3296,179,0.2895,173,0.2276
173,2.3528,179,1.4478,176,0.2424,179,0.2928
171,1.5143,178,0.3505,180,0.2799,180,0.2425
104,2.1245,177,1.3254,177,0.2238,177,0.1754
152,3.9431,180,2.0335,177,0.1896,176,0.3892
59,8.6557,178,2.8006,179,0.3079,180,1.0705
43,2.0643,179,1.5343,177,0.2783,177,1.074
177,3.1249,177,1.7718,168,0.4171,166,0.5656
0,0,179,2.8949,163,0.2529,172,0.5044
145,2.2357,180,1.39,180,0.2933,143,1.1522
152,6.7007,176,1.2218,174,0.314,180,0.2752
176,6.1057,172,1.491,159,0.4566,178,0.4532
25,2.0422,180,1.3261,155,0.3239,173,0.4313
178,2.7291,174,2.3139,178,0.2927,176,0.4531
49,7.1332,175,1.813,179,0.3201,179,0.535
119,2.7543,179,0.9243,179,0.3259,158,0.4432
179,1.6816,177,0.5907,37,4.2681,105,0.6153
143,1.923,180,0.3006,180,2.2926,180,0.4978
180,2.776,173,2.1542,171,1.4163,180,0.3442
176,4.2766,169,0.9168,179,2.1566,169,0.603
4,2.9085,173,0.7036,178,1.0395,178,0.6089
178,4.2366,171,1.982,179,1.2066,180,0.6118
154,3.4564,177,0.5279,166,0.98,177,0.4638
161,3.0305,173,1.0754,139,1.071,153,0.3544
156,3.0379,178,0.3409,179,1.0602,160,0.3153
180,3.3557,180,0.5586,170,0.7335,155,0.3065
25,11.3962,180,0.6753,179,1.2836,179,0.3827
180,1.8628,177,2.3802,168,1.3319,177,0.209
6,3.4265,156,1.7784,174,2.1882,176,0.3434
178,2.5459,,,145,0.9216,146,0.5053
29,1.7185,,,,,180,0.4379
104,2.6372,,,,,,
180,1.9351,,,,,,
1,1.2811,,,,,,
180,1.8801,,,,,,
0,0,,,,,,
95,8.7081,,,,,,
1,0.3633,,,,,,
75,2.7782,,,,,,
0,0,,,,,,
176,2.8592,,,,,,
141,2.8417,,,,,,
5,1.4396,,,,,,
179,1.824,,,,,,
8,2.156,,,,,,
146,3.3105,,,,,,
143,4.3467,,,,,,
110,3.3484,,,,,,
180,2.3113,,,,,,
111,3.4113,,,,,,
66,2.0578,,,,,,
155,3.2167,,,,,,
165,1.5185,,,,,,
143,5.7878,,,,,,
76,2.7538,,,,,,
118,3.0947,,,,,,
152,4.1454,,,,,,
49,2.8458,,,,,,
99,2.8002,,,,,,
89,2.0534,,,,,,
175,1.5476,,,,,,
124,4.9265,,,,,,
179,6.5221,,,,,,
174,3.8117,,,,,,
5,0.939,,,,,,
145,2.2309,,,,,,
4,1.741,,,,,,
173,2.6349,,,,,,
47,4.1184,,,,,,
152,1.6317,,,,,,
171,3.2531,,,,,,
147,5.1049,,,,,,
149,6.2533,,,,,,
150,1.7878,,,,,,
136,3.8472,,,,,,
119,4.3923,,,,,,
135,1.9839,,,,,,
148,1.6288,,,,,,
8,1.4289,,,,,,
169,2.0943,,,,,,
0,0,,,,,,
179,1.5182,,,,,,
179,3.0217,,,,,,
171,3.4742,,,,,,
176,1.8899,,,,,,
31,2.1086,,,,,,
