krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
178,1.6516,179,0.7626,177,0.6574,152,2.3438
178,4.0644,133,0.572,180,0.9023,179,3.2051
162,3.2761,172,1.3782,179,1.3309,179,1.6373
179,4.4134,180,1.2643,180,0.593,150,1.9937
177,7.6151,175,2.6876,172,0.4513,159,1.8777
24,12.3663,179,1.015,179,0.5511,175,1.9616
180,1.4386,167,1.405,180,0.7597,169,1.737
108,4.1319,178,1.0623,179,0.5846,151,1.2714
178,4.1026,174,1.2621,178,0.6505,155,1.6127
48,5.1784,178,1.1005,180,0.488,179,1.0112
179,1.8271,180,1.1043,179,0.4928,178,1.2582
8,1.3222,179,2.1418,180,0.8173,132,1.4155
164,3.7874,179,0.4429,180,0.5594,179,1.2056
68,1.7583,179,1.2673,134,0.4962,180,0.9498
50,3.5004,180,1.0013,180,1.6991,162,1.0981
16,3.3195,175,3.5076,178,0.9959,174,1.7453
175,2.3538,173,2.0315,156,0.9181,170,1.1993
168,1.5066,175,1.4292,179,1.1183,180,1.5023
178,3.486,172,2.0523,130,1.2287,140,1.4733
179,2.5333,180,3.1549,179,1.2825,179,0.89
177,4.9863,177,1.5734,178,1.8909,149,1.2603
35,5.5556,177,2.4231,164,0.858,179,1.5857
174,7.7351,169,1.287,180,1.4352,164,0.7756
168,2.1049,178,1.432,180,1.2408,150,0.9332
165,1.7591,178,1.2784,180,1.0007,137,0.9142
174,4.8356,179,1.4277,180,1.067,171,0.9643
178,3.3208,180,0.8894,180,1.1289,173,0.8167
115,2.1929,168,1.7944,180,0.8931,169,1.725
4,0.9383,180,2.5536,161,0.8885,172,1.2195
137,4.2524,170,0.9332,176,1.1122,179,1.0448
180,4.0765,175,1.0948,179,1.3138,167,0.8983
179,1.9791,175,1.258,180,1.0019,156,0.8675
6,2.5345,180,1.5195,179,0.8389,178,0.7122
178,1.5118,180,1.5249,180,1.3606,175,0.9639
8,1.3206,174,1.5949,180,0.9145,179,0.9323
33,6.5544,180,2.4489,178,0.9464,158,1.1696
174,3.7153,171,1.0755,180,1.0348,154,1.507
87,3.6571,174,0.3439,180,0.8001,180,0.7036
71,2.4772,177,0.8262,180,0.6737,177,0.6997
179,2.7817,174,1.7442,180,1.0057,156,0.6274
160,2.3453,180,1.3122,180,0.7569,173,1.1209
114,2.5056,179,1.7823,179,0.8084,175,0.73
163,5.2618,180,1.5322,177,0.6546,180,0.6456
170,2.6957,171,0.6097,179,0.6795,176,0.6707
4,2.489,180,1.2887,177,0.6588,179,1.2724
173,1.6221,178,2.1508,175,0.5802,171,0.5771
10,3.3788,180,0.747,180,0.6152,174,0.6163
152,2.0488,179,0.5124,180,0.8815,148,1.4329
8,1.7734,171,0.6539,179,0.9637,145,0.8697
179,1.7059,180,0.8804,173,0.6865,142,0.5308
15,2.1296,180,1.5906,179,1.2246,172,0.5628
138,10.1,178,2.3088,180,0.5949,132,0.6546
177,2.5796,179,2.0073,180,0.6099,172,0.5933
178,3.8253,162,3.0522,180,0.7023,169,0.5873
8,1.7494,178,0.7888,180,0.2979,175,0.7878
82,1.8614,178,1.3191,180,0.551,180,1.1898
106,5.4556,178,1.3048,180,0.2948,179,0.62
179,2.7327,179,1.4689,180,0.2269,180,0.4429
159,1.6334,153,0.5057,180,0.362,179,0.7314
34,2.7561,179,0.5342,180,0.3128,92,1.1077
162,3.9435,180,2.2272,180,0.243,164,1.0505
3,2.6398,179,3.4343,179,0.2854,180,0.363
150,1.6638,178,2.4872,179,0.2354,177,0.4482
55,2.3789,180,1.3819,180,0.2672,180,0.4001
104,1.8969,170,0.7888,180,0.3644,180,0.438
180,2.6786,173,3.0425,180,0.3293,180,0.2603
174,1.2673,171,1.3562,180,0.3225,179,0.4657
6,0.8913,170,1.5855,180,0.3849,180,0.3385
152,2.0472,180,1.7131,177,0.3936,175,0.2941
162,7.5065,180,1.1186,180,0.5508,180,0.3785
122,1.9358,177,1.331,180,0.2614,168,0.3344
76,2.0811,168,1.2786,180,0.4395,180,0.3582
180,3.553,174,3.4154,180,0.517,178,0.2796
1,0.2029,177,2.3026,180,0.2653,179,0.2299
180,3.2658,180,1.73,180,0.2279,180,0.389
8,4.794,173,1.1555,180,0.5904,152,0.3009
128,2.8765,177,1.812,180,0.3391,177,0.246
175,3.1325,178,0.3354,178,0.2253,180,0.2735
180,6.0776,180,1.901,180,0.24,180,0.2376
178,2.6237,180,1.8762,178,0.2156,179,0.1913
69,2.8214,180,0.8683,178,0.4276,171,0.2587
170,1.9156,180,1.696,176,0.2255,176,0.2628
66,1.5775,179,0.3588,180,0.313,179,0.4207
180,4.1325,176,1.3513,178,0.2188,179,0.2165
