krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
102,6.4281,92,0.6499,180,1.2619,173,3.3202
82,3.6167,166,1.473,180,0.6368,180,1.628
179,1.7153,179,0.8978,180,0.7741,128,2.259
140,1.6175,178,1.1019,179,0.6555,180,1.4981
178,4.6476,175,1.5466,180,0.5864,179,1.5152
179,4.2623,175,2.1228,180,0.4601,172,2.1693
51,1.8204,173,2.3663,180,0.4852,171,2.8881
34,1.7881,177,1.211,180,0.3847,178,1.8282
180,3.2223,167,0.7299,180,0.3878,171,1.4492
179,3.2113,167,1.4968,180,0.2472,167,1.498
147,3.0671,173,1.5307,180,0.2814,179,1.4639
179,2.2047,178,2.0874,180,0.2661,178,1.1045
123,1.8589,179,0.5702,180,0.2382,180,0.9153
175,1.6312,178,1.6324,180,0.2828,180,0.9963
178,1.7722,174,2.5055,180,0.5032,164,1.1748
174,3.0945,170,1.0661,180,0.2347,164,1.6692
163,1.9578,178,1.7587,180,0.351,171,1.1736
10,0.5286,168,0.8315,180,0.2279,176,1.4135
175,3.3108,149,2.8267,180,0.2534,180,1.2045
36,4.8868,178,1.4934,180,0.2861,173,0.8452
144,8.4053,178,3.8559,180,0.3867,174,1.2713
0,0,180,0.5846,180,0.2508,180,0.987
178,5.4076,179,0.5882,180,0.1967,105,1.3498
8,1.636,176,1.3068,180,0.2642,131,0.8351
176,8.8235,180,1.4526,180,0.4797,179,1.1149
38,4.9622,168,1.778,180,0.2425,168,0.866
8,1.413,180,2.7703,179,0.2757,134,1.1231
141,3.8016,175,3.2798,180,0.3262,171,0.9298
27,8.7519,168,0.4816,180,0.2126,177,0.7311
180,3.2534,175,0.9168,179,0.2539,180,0.9815
136,3.6809,154,1.421,180,0.205,150,1.0515
144,1.9859,172,1.49,180,0.291,165,1.0323
164,2.547,179,0.6486,180,0.2957,140,0.8124
179,3.611,180,0.9024,180,0.2465,123,0.7968
168,2.2956,178,0.7848,180,0.3284,172,1.6569
153,3.4236,158,0.9037,180,0.3907,169,0.8039
76,6.8854,169,0.8662,178,0.3362,136,1.0651
60,3.029,145,1.5305,178,0.4442,169,0.8838
77,3.8189,165,0.8894,173,0.4457,141,0.7171
33,3.7592,170,0.8639,179,0.3488,154,0.6982
