krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
32,4.3078,179,0.85,176,1.3915,120,0.3753
173,2.6911,174,1.1414,180,1.1219,180,3.6362
179,1.4688,180,2.116,180,0.9272,171,1.9433
104,6.9317,180,1.5606,179,0.9189,177,2.2476
48,1.6747,168,0.5789,180,1.4349,178,1.4975
177,2.2266,180,2.5542,180,0.8955,121,2.133
0,0,179,0.5386,180,1.235,155,1.568
170,2.2692,180,1.1307,179,0.986,175,1.8041
179,1.6722,179,1.4011,179,0.7489,174,2.3941
8,2.6303,175,1.595,180,0.8678,128,1.9857
180,4.9325,179,0.9778,175,0.9546,178,1.3237
180,1.6091,179,0.5373,178,0.557,146,2.1662
159,2.2019,170,1.6877,180,0.8104,176,1.361
161,1.6542,180,1.3997,178,0.7037,167,1.0324
148,6.0028,179,1.9193,137,0.6273,169,1.0451
6,1.0545,171,3.801,172,0.7974,177,1.2629
136,3.6246,178,1.2734,169,0.6222,179,1.0683
173,7.232,175,1.7948,174,0.8038,122,1.7433
180,3.514,180,1.7321,180,0.7432,177,0.9148
178,3.6303,179,3.806,180,0.8027,138,1.5734
84,1.7528,180,2.616,180,0.7508,160,1.0578
50,7.2734,180,1.8044,177,0.6464,165,0.7103
148,7.1349,179,1.4157,108,0.7001,173,0.9602
152,2.722,175,1.0458,178,1.3421,178,1.7502
8,0.8211,155,2.6427,172,0.598,173,1.6478
172,3.8578,180,0.4931,177,0.5666,167,1.1383
19,19.1036,179,2.0676,179,0.7383,175,1.0341
74,2.4994,176,2.9276,177,0.7131,129,1.1216
11,4.4842,180,1.2808,180,1.0134,167,0.93
171,4.8477,176,1.6094,175,0.7171,177,0.9869
56,6.2638,179,1.1334,180,0.4434,179,1.2558
179,4.3127,177,1.399,180,0.3444,180,0.7901
180,3.9069,180,1.2774,180,0.7235,176,1.0947
120,4.0371,178,1.3344,180,0.4173,158,0.8736
153,1.7509,180,0.5093,180,0.2994,170,1.1199
107,3.1603,180,1.3394,180,0.4304,169,0.9666
178,3.5691,179,1.9816,180,0.5946,176,0.7066
178,3.7184,180,2.2087,180,0.3641,179,0.7044
144,1.9245,179,0.3407,180,0.4108,178,0.9223
179,1.8347,180,0.7242,180,0.271,171,1.4044
178,4.3626,180,1.6548,180,0.2385,136,1.427
179,6.1473,180,1.6876,180,0.276,179,0.8915
130,4.487,178,0.4614,180,0.2182,179,0.983
179,2.2616,180,1.8431,180,0.252,131,1.0524
175,5.4886,179,1.5888,180,0.2242,180,0.8485
6,0.6392,175,0.7531,180,0.321,175,0.7576
178,1.6051,180,0.9093,180,0.2483,168,0.9985
151,2.0506,177,0.6377,180,0.3257,180,0.6978
179,3.1949,179,2.0128,179,0.2196,175,1.7322
118,1.6043,178,1.5763,180,0.6085,171,0.6332
79,2.2662,180,0.8362,180,0.2352,180,0.5677
166,4.2264,178,1.4151,180,0.2165,173,1.073
168,5.6691,179,0.5407,180,0.3991,180,0.9869
179,2.7162,180,1.4557,180,0.2844,164,0.6144
177,8.8517,180,2.0792,180,0.1987,175,0.6754
180,2.4838,179,1.9874,180,0.2353,116,0.9526
168,2.4979,180,2.3315,180,0.2239,180,0.6346
0,0,180,0.9962,180,0.3066,178,0.5572
175,2.8832,179,3.4296,180,0.2761,180,0.749
1,1.1198,179,0.7808,180,0.307,179,0.7748
161,2.8191,180,1.9619,180,0.195,178,0.6273
0,0,174,1.2535,179,0.3144,177,0.658
0,0,176,1.9984,180,0.2809,139,1.3748
97,2.1357,172,0.8631,180,0.1861,177,0.9362
179,1.6755,180,0.5084,179,0.1742,146,0.6034
179,4.0212,174,0.3722,179,0.2781,153,0.5099
112,4.0836,180,0.9792,177,0.267,114,1.0851
178,2.3986,177,0.6711,179,0.3342,148,0.5997
8,1.2463,179,0.549,180,0.4491,148,0.561
164,2.3198,180,3.0745,180,0.3228,167,0.4414
170,2.1926,169,2.625,179,0.2357,141,0.4899
172,1.676,178,2.7117,180,0.5451,160,0.6691
179,2.192,168,2.7165,180,0.2893,126,0.8486
166,5.3202,178,1.7551,180,0.2863,170,0.751
5,2.4089,180,1.1523,177,0.2411,179,0.9274
171,2.7408,180,2.3332,179,0.322,179,0.5488
