krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
147,1.5656,164,0.9346,178,1.0659,165,2.7818
154,1.6214,176,1.5353,180,1.0191,132,2.1584
64,2.4559,165,0.5261,180,1.0268,149,1.6366
148,7.2474,178,1.3585,180,1.2093,165,2.1708
46,2.5861,176,1.4095,180,1.3083,174,1.4094
163,3.332,178,0.979,179,1.0481,175,2.4435
167,2.1945,179,0.4445,180,0.8356,180,1.7291
8,0.6479,180,0.9362,180,0.9934,178,1.163
175,4.2317,177,1.4123,163,0.7847,180,1.1497
5,1.2835,180,1.1912,180,1.1521,128,1.7751
20,4.7759,176,1.7302,157,1.07,155,1.0873
77,3.5064,161,0.5142,155,1.1434,177,1.2113
110,1.7791,178,0.6672,180,1.0472,168,1.4732
6,2.069,153,0.3935,180,1.3418,163,1.5601
179,2.0859,179,2.4943,176,1.3714,163,1.1729
175,2.1542,176,0.343,157,1.1076,167,0.6985
178,4.6272,176,2.3974,173,0.9768,154,1.9674
5,1.7607,178,0.2671,176,1.1054,177,1.0988
132,3.0933,179,0.4258,180,1.6726,172,1.7423
179,2.4526,176,0.9719,180,0.4273,158,0.9653
138,7.4999,174,3.5392,180,1.2616,156,0.9682
177,1.7328,180,2.7138,180,0.2773,180,1.0894
168,3.0465,180,2.6755,180,0.2022,147,1.626
172,2.728,169,1.6589,180,0.3249,173,0.7738
173,4.4669,178,1.0708,180,0.2476,179,0.9247
178,2.801,180,1.3111,180,0.4309,180,0.9617
174,3.875,178,1.5834,180,0.5815,180,1.3124
40,6.2319,179,0.6797,180,0.3197,172,0.9498
178,3.0156,179,1.3541,180,0.4747,175,0.9107
96,3.0429,164,2.0748,180,0.3407,177,0.7235
178,4.47,168,1.4244,180,0.4174,167,0.7567
174,3.3329,180,1.0786,180,0.3824,140,1.2762
179,1.9565,177,1.6575,180,0.344,179,0.7569
9,0.9218,178,1.9078,180,0.549,179,0.9617
83,4.4906,179,0.6418,180,0.2586,179,0.9664
54,3.4449,180,1.1808,180,0.272,178,0.7713
178,2.4558,166,1.7601,180,0.8379,166,1.0671
84,3.5857,170,1.2707,180,0.3667,171,0.7307
177,2.8821,176,0.8347,180,0.2463,173,0.8802
19,6.1885,179,1.6271,180,0.2804,177,1.266
160,1.9851,173,0.3466,179,0.4073,176,1.1596
119,7.6052,170,1.9103,180,0.2317,179,0.61
163,1.8486,174,1.9941,180,0.5968,175,1.0344
10,3.7,167,1.1444,180,0.2101,131,0.6734
179,1.7072,179,1.0852,180,0.2196,176,0.6063
7,1.5386,146,0.8336,180,0.2541,178,0.9925
180,3.4411,170,0.432,180,0.2065,178,0.6979
9,1.798,173,1.0356,180,0.215,165,0.8878
39,2.5762,180,1.4533,180,0.2886,166,1.3699
168,1.946,179,1.1578,179,0.3408,150,0.757
