krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
180,1.7438,175,1.6379,177,0.2869,107,1.237
176,2.0424,170,0.5423,179,1.1458,159,3.7228
55,4.6553,152,0.76,175,0.6944,175,1.9896
177,8.276,170,1.85,179,0.4102,178,1.5248
172,2.6363,180,2.3486,179,0.4765,165,2.8694
177,1.6415,180,0.5685,172,0.2803,168,1.5991
178,5.1712,177,1.7846,180,0.5464,177,1.4542
179,3.9059,173,1.4159,171,0.2885,172,1.9883
180,2.5342,176,0.6536,180,0.6628,175,2.006
180,4.9092,178,1.8415,178,0.5637,155,1.5361
23,4.4569,174,2.2246,173,0.2666,140,1.4608
62,10.1278,176,3.0932,177,0.6645,151,1.5752
180,8.9293,180,1.1469,179,0.223,147,1.7231
83,3.7917,174,2.1002,178,0.2174,180,1.6894
180,4.1923,177,1.6592,180,0.2957,174,1.4433
172,2.3989,177,0.9112,177,0.2505,179,1.4792
18,4.1852,178,1.2427,179,0.3574,180,0.9242
106,6.0133,167,0.5873,175,0.2223,176,1.7709
95,4.176,179,1.6978,178,0.2576,180,1.2147
177,6.9917,180,1.2878,178,0.3495,176,1.0185
179,3.4851,180,2.5886,162,0.3245,173,1.6064
48,3.6369,180,3.3038,174,0.2523,156,1.106
179,2.4183,174,0.8568,179,0.2188,171,1.0129
9,1.7167,178,0.9694,180,0.2802,171,0.9146
180,1.6193,180,1.6045,180,0.3384,170,1.0226
158,1.546,180,1.0761,178,0.3168,177,0.7716
55,3.2037,178,1.0244,164,0.4734,154,1.5497
44,1.844,177,2.6201,179,0.3502,168,1.0366
51,2.4022,178,3.2282,177,0.179,180,0.8219
179,5.4344,175,0.7827,179,0.3378,180,0.8183
63,2.8729,180,1.5665,180,0.2452,178,0.8299
178,3.2445,179,2.2311,180,0.3955,180,0.9368
173,1.9091,180,1.0323,179,0.251,175,0.9072
180,3.4492,179,0.5938,179,0.2834,168,1.144
129,5.3762,180,1.023,179,0.2845,178,0.923
180,6.7405,172,2.4372,177,0.2103,173,0.6738
103,2.6831,175,1.3781,180,0.2964,154,0.6744
175,1.8519,174,1.7765,180,0.3684,100,1.573
4,1.0201,174,1.0269,180,0.3399,180,1.0296
138,4.0813,178,1.703,179,0.3421,174,0.7931
178,2.8898,171,1.8502,147,0.479,180,0.6834
10,0.7429,179,2.4095,160,0.2942,168,0.7696
163,1.6289,165,1.0536,176,0.3551,174,0.8309
163,2.0004,177,1.3777,171,0.3846,140,1.2838
145,4.7065,170,0.8402,172,1.9257,178,0.8182
149,5.3573,180,0.4991,162,1.1563,179,1.0651
169,1.834,171,1.3768,178,1.341,178,0.8491
180,3.5085,169,2.907,168,1.0634,146,0.7962
145,5.6978,165,1.3336,177,1.4258,169,0.5405
171,2.6269,172,2.4139,172,1.004,173,1.2563
171,4.5013,174,1.7938,176,0.8476,180,0.8564
144,2.977,177,1.7008,150,2.7406,111,1.5166
174,4.3875,180,1.1157,177,1.5933,174,0.613
4,0.9389,180,1.7772,177,1.088,180,0.6455
179,2.3365,179,1.4619,178,1.397,176,0.5075
179,2.9888,175,0.552,170,1.426,159,0.6199
170,1.8446,180,1.0429,168,1.047,166,1.2809
10,0.9998,180,1.7378,180,1.2669,118,0.5602
177,2.1128,168,1.5186,180,1.2427,154,0.5365
9,2.0945,172,2.3212,179,0.9034,144,0.5544
158,5.7714,180,1.369,180,0.9982,158,0.5758
