krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
179,6.1467,146,0.5997,180,0.4862,127,0.9573
146,2.2515,180,0.4541,180,0.8617,175,0.3884
0,0,168,0.5533,180,0.7672,135,0.7896
159,2.6487,180,0.3564,180,0.7585,147,3.0932
55,5.5989,180,2.4273,180,1.0078,165,1.5752
178,5.6821,141,2.9365,180,1.2382,177,1.7655
166,1.716,141,0.4415,180,0.6856,175,1.2677
161,3.7387,146,0.2461,180,0.6163,142,2.2502
172,1.6133,179,1.1713,180,0.5755,169,1.2286
165,8.8505,179,2.7141,180,0.8239,169,1.3237
179,2.1007,166,1.5437,180,0.6432,176,2.2901
179,2.134,166,0.3162,180,0.693,176,1.293
20,1.1316,155,0.6398,180,0.6038,172,1.8472
159,1.5418,174,1.8846,179,0.576,179,1.403
89,3.6523,165,0.3306,180,0.5321,171,1.6546
178,2.6642,143,0.6684,179,0.5094,163,1.1658
180,1.7421,178,0.7402,180,0.7768,175,1.2604
177,1.7809,180,0.9064,180,0.9586,175,1.0575
26,4.59,155,0.9772,180,0.5689,154,1.1738
179,3.1991,179,1.0248,178,0.2633,177,1.1929
65,5.5914,138,0.7438,180,0.4107,180,0.8883
180,3.907,160,0.4026,180,0.3976,179,1.2008
43,2.0629,155,1.2359,178,0.3579,160,1.148
178,2.7284,178,1.297,180,0.4396,180,2.7719
140,3.0213,147,0.4533,179,0.3849,165,0.9556
170,3.403,178,0.9847,179,0.2216,177,1.6425
125,2.3706,179,1.5534,180,0.3993,172,1.16
137,3.3979,178,1.0778,180,0.3677,175,0.9783
146,2.9357,173,0.3482,180,0.3074,175,0.6939
8,10.2436,178,3.2831,180,0.3365,180,0.9316
143,5.479,176,2.3874,180,0.2681,170,0.8641
169,4.0321,180,2.012,180,0.3316,172,0.7713
24,6.9567,179,1.9627,179,0.37,178,0.8732
7,0.9243,172,1.9811,180,0.2988,175,1.0039
73,3.3412,170,2.3524,179,0.2369,172,0.7545
179,4.2807,178,1.733,180,0.2823,180,1.0644
173,2.2365,177,1.6859,180,0.2155,178,1.555
0,0,179,0.4979,179,0.4151,180,1.0175
0,0,174,0.524,180,0.2783,171,1.0935
