krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
179,1.8202,172,0.8397,180,1.3503,135,0.9561
180,4.3668,169,1.6273,179,0.7956,179,3.0296
180,6.8654,172,1.2814,179,0.52,178,3.0119
132,3.2994,138,0.7881,180,0.3508,177,1.6791
174,3.2312,170,1.5044,180,0.615,180,1.5502
180,3.9646,138,0.414,180,0.398,162,1.6768
124,2.8831,172,1.1462,180,0.3921,131,1.6908
171,5.4353,174,0.3492,180,0.3229,139,2.0141
179,5.1471,170,0.694,180,0.437,163,1.4557
177,3.5721,177,2.9727,180,0.3368,178,1.9594
137,1.5272,180,1.1672,180,0.3433,180,1.3856
66,2.0034,172,2.65,180,0.2926,130,1.494
2,2.7643,159,2.5929,180,0.2799,170,1.2513
172,3.441,136,0.5757,180,0.2733,168,1.0803
86,3.2928,175,0.3203,180,0.3406,172,1.1589
175,3.6819,172,1.1189,180,0.4441,173,0.8606
180,2.4008,163,1.2562,180,0.3002,178,0.8111
177,2.8105,180,1.1091,180,0.2311,172,1.8727
175,4.0843,174,1.6173,180,0.3908,176,1.1553
176,4.726,159,0.5177,180,0.2158,117,0.9411
140,3.6404,148,0.4007,180,0.4216,177,1.0532
92,2.1277,180,1.0944,180,0.2577,150,1.6642
180,2.0878,176,0.8281,179,0.2138,177,1.2827
173,2.5411,179,0.4832,180,0.3988,163,1.0426
4,2.0861,177,1.5028,180,0.218,137,1.3112
141,6.9521,175,0.8635,180,0.2759,175,2.0616
180,3.0998,179,0.6088,180,0.2755,179,1.0517
90,5.937,175,0.6156,179,0.2604,158,1.344
165,2.014,179,0.2638,179,0.2348,145,1.6313
113,3.4784,122,0.5649,180,0.4355,180,0.9193
176,4.9154,177,1.2528,180,0.2093,172,0.8654
80,5.0666,109,0.5098,180,0.268,168,0.8911
180,1.7022,169,0.5153,180,0.2042,176,0.8717
45,4.6763,100,0.9334,179,0.3792,154,1.0175
38,4.5673,172,0.3295,180,0.296,179,0.7899
169,2.0269,178,1.2881,179,0.1787,175,0.843
10,1.1977,152,1.1703,179,0.3025,171,1.1469
74,3.165,180,0.9587,180,0.3663,115,0.9806
141,6.8806,175,1.0885,180,0.2511,148,1.7185
178,1.9167,174,0.5422,178,0.3094,177,0.8239
150,3.1077,166,0.756,180,0.4325,175,0.6991
128,3.129,179,1.007,178,0.2087,174,1.0613
177,4.6486,178,1.5514,177,0.4099,170,1.1078
143,3.3915,173,0.2729,179,0.2103,175,0.5395
42,3.7714,178,0.7558,180,0.3309,166,0.9796
170,3.314,178,0.4211,173,0.2454,164,0.7703
155,5.6424,180,1.5068,178,0.3631,150,1.0699
165,9.749,168,0.2918,180,0.2223,125,1.3264
180,2.5825,175,0.5474,180,0.2194,180,0.6348
177,1.9988,161,1.8497,179,0.2774,177,0.8251
178,5.4392,154,1.6594,180,2.6438,177,0.6002
9,1.3701,166,1.2247,177,2.4521,177,0.5432
170,3.8497,82,0.1474,166,1.8803,152,0.8659
123,4.4205,116,0.3959,157,1.2885,176,0.6995
155,3.4928,164,0.3128,177,2.6238,163,0.5866
1,0.4805,176,0.7998,146,1.73,164,1.041
100,3.3704,85,1.0496,177,1.1264,139,0.7289
2,2.0219,165,0.3182,176,0.8373,173,0.6325
180,1.6272,157,0.3206,180,1.2712,175,0.5183
95,1.9152,170,0.4385,180,0.78,100,0.5276
180,3.1325,146,0.3104,180,1.0035,180,0.6108
179,3.1513,173,2.1856,166,0.5883,178,0.5538
8,1.7086,172,1.4436,180,1.1698,176,0.491
169,1.9755,180,0.8588,180,0.7608,121,1.1817
177,2.6633,140,0.4079,180,0.5834,152,1.0108
6,1.0684,176,1.2614,159,0.7066,158,0.5981
179,6.4073,166,0.2124,180,0.8659,155,0.5373
10,1.2941,180,0.7594,180,0.6263,170,1.3925
8,10.5649,180,1.1667,180,0.6177,174,0.3897
6,1.3209,175,0.9394,180,0.7525,167,0.4317
129,1.7894,99,0.3773,132,0.6961,180,0.4012
43,2.0034,180,2.9021,178,0.6133,119,0.7064
179,1.5596,179,0.7968,116,0.6283,163,0.5688
108,8.7987,120,0.4492,180,1.0555,130,0.9163
59,10.2942,101,0.3689,180,1.3379,155,0.9365
178,4.1353,174,0.4189,180,1.4209,173,0.7475
