krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
148,4.5825,167,1.8568,178,1.1418,100,2.2064
179,3.0748,178,1.5983,179,0.6395,122,1.5186
117,10.8669,171,2.0693,180,0.5699,161,2.3249
180,2.7936,177,0.9694,180,0.5735,178,1.9719
144,2.3092,176,1.0589,180,0.4463,178,1.5716
84,4.1069,156,0.9796,180,0.3531,174,1.2809
70,2.1262,176,0.7735,180,0.3456,164,1.9971
164,1.5865,172,0.5286,180,0.2858,147,1.5318
179,2.3056,149,0.382,180,0.242,178,1.3762
178,1.5848,175,1.1862,180,0.3963,178,1.6323
180,3.8364,163,0.3436,180,0.5078,175,1.061
47,2.7038,132,0.7189,178,0.2656,175,1.1562
113,2.7671,165,0.9036,179,0.267,148,2.2322
7,1.4152,174,0.9171,180,0.3521,129,0.6256
173,1.6641,176,0.7621,179,0.3903,180,1.703
143,1.7522,178,0.5798,180,0.2812,172,0.9025
50,3.5815,169,0.2127,180,0.3795,140,1.529
10,1.6452,167,0.7597,180,0.2655,139,1.3602
179,1.9471,179,0.3038,180,0.2531,161,0.9168
147,2.6546,180,1.4354,180,0.2928,180,0.8863
171,6.3071,178,0.2934,179,0.2985,180,1.3917
180,4.9834,132,0.4181,179,0.2232,161,1.6057
180,2.9927,179,0.859,179,0.2589,176,2.7034
151,1.879,153,1.045,180,0.1803,177,0.9691
169,6.8866,173,1.1422,180,0.4147,179,0.9828
177,1.5277,158,0.6658,180,0.2426,169,0.8028
135,3.4314,176,0.4374,179,0.2602,180,1.0248
48,4.0718,170,1.0183,180,0.3172,176,0.9846
180,1.5203,179,1.2974,180,0.2501,177,0.9842
8,2.082,171,0.5918,180,0.2068,169,0.8796
177,4.6319,138,0.7187,180,0.2974,165,0.9402
179,6.5146,178,0.9289,180,0.3054,154,1.3057
10,1.4762,177,0.1697,179,0.2526,175,0.7488
76,3.8385,179,1.3672,175,0.2632,168,0.8974
178,3.2796,162,0.1981,178,0.4175,176,0.7625
166,1.7396,162,0.2754,166,0.1867,177,0.8736
24,2.6948,175,1.8279,180,0.364,177,0.8945
101,1.9085,180,2.5473,175,0.2118,167,0.8407
113,1.9098,179,0.9954,176,0.187,172,1.1807
131,3.6998,179,0.2687,180,0.3493,164,0.7544
180,2.34,165,0.4371,180,0.2111,177,0.7956
180,3.5429,178,1.6295,153,0.3922,122,0.7964
65,5.786,178,0.5826,162,0.3243,175,1.0094
150,3.8842,178,2.0646,179,0.4659,173,0.6412
34,6.5728,116,0.323,177,0.3721,175,1.2727
55,4.7397,172,0.4472,180,0.4106,169,0.6563
172,3.8953,180,3.3912,178,0.7437,180,1.0876
0,0,180,1.6734,180,0.7034,177,0.6563
139,1.9618,169,1.4725,179,1.1292,168,0.8186
180,1.9985,153,0.4565,180,0.6101,99,1.828
167,3.045,155,0.4464,75,0.9515,180,0.7406
155,3.2664,180,0.4353,180,0.727,172,5.6761
137,1.63,176,0.3221,180,1.1267,172,0.5603
171,4.8455,148,1.7218,180,0.7691,178,0.6268
180,3.2386,148,0.7208,178,0.5635,155,1.2281
177,4.4753,176,1.2167,180,0.6747,178,0.5033
180,2.1294,179,1.1672,178,0.6171,176,0.6641
174,2.62,175,0.73,177,0.5899,151,0.4789
169,2.2416,177,0.853,168,0.8982,153,0.5263
0,0,155,0.5329,180,0.7091,156,1.0807
56,2.311,171,0.2654,163,0.5711,180,0.4722
52,2.0558,174,0.3177,154,0.5809,179,0.4881
180,5.0869,117,0.6905,174,0.5642,140,0.5414
154,2.8779,171,1.5584,178,2.118,180,0.559
179,1.6835,177,0.8297,179,1.3057,178,0.8159
165,2.5433,176,1.7056,178,1.7192,159,0.6564
4,0.5946,177,0.7589,179,1.2636,177,0.5088
174,4.8711,180,0.3215,179,1.1749,176,1.0592
163,2.219,180,2.4415,175,1.0914,167,0.2734
152,4.1856,175,0.9263,180,1.1469,180,0.2581
171,2.3875,154,0.6584,180,1.0363,180,0.1905
165,3.7559,163,1.6004,158,0.8435,130,0.8453
30,2.1459,180,0.8201,178,1.1171,178,0.4538
179,2.8481,155,0.9606,179,1.1394,161,0.3283
170,2.1654,173,1.7675,178,1.1909,177,0.3093
156,8.1647,142,1.4229,180,0.7732,180,0.2549
145,3.9028,177,1.1406,180,1.1432,173,0.2625
178,3.4326,180,1.1542,176,0.9504,173,0.2927
180,4.4032,172,1.2679,130,1.0505,178,0.4762
64,2.4516,160,0.7592,173,0.9149,171,0.2854
169,1.5465,171,0.4827,180,0.8919,180,0.3683
42,2.4163,178,1.0692,175,0.7896,166,0.2714
138,1.8618,169,0.3472,174,0.7402,164,0.2589
173,4.5252,93,0.3766,179,0.8832,172,0.468
4,1.2635,171,0.362,176,1.056,173,0.2275
180,1.9094,143,0.2133,179,1.3925,166,0.264
68,1.8534,174,0.6244,180,0.9771,180,0.2247
37,2.2293,177,1.8344,176,0.8626,179,0.4998
176,3.6477,123,0.4938,175,1.099,179,0.2471
109,1.5673,179,1.8372,179,1.1482,160,0.895
66,1.9187,171,1.1428,167,0.8505,176,0.8887
117,1.629,162,0.6317,180,0.6926,180,0.2612
74,1.5882,156,0.2626,178,0.5117,179,0.2174
153,6.159,155,0.5253,178,0.4001,159,0.4549
10,6.7344,179,0.7507,178,0.3832,180,0.2711
158,3.1582,170,0.9675,178,0.7844,178,0.8375
161,4.1544,147,0.3499,178,0.4251,176,0.3229
7,2.1504,174,0.6801,180,0.6644,180,0.2624
179,3.4775,134,0.3318,174,0.4099,180,0.2198
178,3.3921,180,1.4811,176,0.3282,179,0.2673
154,3.4415,177,1.0363,175,0.2725,173,0.2334
112,2.6453,161,0.4123,173,0.5141,180,0.2781
50,2.7884,179,0.9355,179,0.3406,179,0.2236
172,1.46,179,0.2646,179,0.289,180,0.1927
53,2.6367,173,1.0435,180,0.583,180,0.2985
145,3.9792,174,0.9986,178,0.5017,148,0.4001
178,4.9593,176,0.363,179,0.574,180,0.4045
180,2.7314,180,0.3528,180,0.6875,180,0.2756
52,4.3106,174,1.6378,174,0.3739,178,0.4127
168,1.8994,180,2.62,180,0.5969,180,0.4261
178,5.1068,153,1.9677,180,0.5085,174,0.3533
60,2.3434,170,0.7641,177,0.4832,179,0.299
145,5.4977,178,0.9827,109,0.5586,172,0.2146
164,1.7451,171,1.4941,176,0.5087,180,0.4236
178,1.6236,175,1.3768,178,1.1391,179,0.2855
180,4.2726,161,0.4143,180,0.5733,168,0.421
10,1.2558,179,1.5218,176,0.4842,142,0.4688
122,4.0073,159,0.973,120,0.5305,174,0.6776
158,2.9773,179,0.2293,72,3.0788,179,0.5148
0,0,164,0.4633,178,1.5705,179,0.5135
180,1.6135,137,0.2926,177,2.5766,153,0.8561
179,1.9441,174,0.6621,176,2.2298,178,0.5041
178,1.7451,171,0.3704,179,1.4949,153,0.4221
3,2.0501,180,0.659,176,2.8528,142,0.387
175,4.392,160,1.5815,178,0.9379,171,0.3836
178,2.2267,176,0.7771,176,1.3566,177,0.3416
180,3.5597,180,2.1156,179,1.6151,158,0.3945
61,3.1223,150,0.4912,166,0.9622,160,0.3682
31,7.7123,180,1.2005,165,1.2896,171,0.3594
40,2.731,151,0.6515,175,1.0233,167,0.3478
2,2.6655,143,0.6353,147,1.1071,178,0.4254
121,2.2853,157,0.5338,167,1.2517,170,0.6451
168,3.3173,107,0.3645,,,180,0.4661
146,2.5698,161,0.3354,,,161,0.2877
3,0.8751,174,0.2493,,,171,0.2984
41,3.2736,147,0.3845,,,176,0.4099
128,2.0234,177,0.4667,,,,
158,2.7978,134,0.5935,,,,
158,7.046,,,,,,
162,3.1062,,,,,,
180,8.0325,,,,,,
177,2.6317,,,,,,
164,2.3834,,,,,,
36,1.567,,,,,,
175,2.1633,,,,,,
41,2.1821,,,,,,
150,2.3788,,,,,,
30,1.6912,,,,,,
0,0,,,,,,
180,1.614,,,,,,
6,1.5587,,,,,,
179,2.9436,,,,,,
170,2.0853,,,,,,
47,2.1832,,,,,,
142,2.306,,,,,,
165,6.18,,,,,,
3,3.7914,,,,,,
119,1.8548,,,,,,
