krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
179,1.9141,178,1.5026,165,0.8659,179,3.2806
3,4.5076,173,0.8641,170,1.1101,135,2.3737
180,9.4253,174,1.3341,176,0.9573,178,2.4241
179,5.0032,174,0.9861,177,0.8647,170,1.2765
180,5.6036,179,2.0652,174,1.3934,152,1.4118
5,2.7332,180,1.8367,180,0.9906,176,1.415
144,2.6286,180,1.0466,180,1.6918,175,1.1919
2,1.1801,180,1.2907,180,1.3845,164,3.0541
179,6.7732,178,1.8971,172,1.8328,177,1.2419
175,2.355,175,2.1553,127,2.9688,178,1.2584
56,4.1573,180,1.1957,153,1.4465,174,1.4557
179,2.2998,180,1.1606,172,1.1011,178,1.5291
53,2.6955,172,0.7412,167,1.6026,180,1.3477
180,6.1109,179,0.8091,111,1.0998,170,0.97
2,1.8056,168,1.3435,177,0.4697,174,1.0549
180,1.5074,161,0.3421,180,1.1355,172,0.9563
46,1.7405,169,1.8475,180,0.4361,154,1.0139
179,3.7201,171,0.9076,180,0.3864,150,1.1147
5,1.1405,175,0.7,180,0.4151,170,1.1498
179,2.9047,179,0.7945,180,0.384,180,0.9901
69,5.4902,180,0.6978,180,0.2736,177,1.1121
164,1.5532,175,3.1647,180,0.3612,175,0.9274
180,3.0666,178,2.4857,170,0.3027,177,1.4771
173,1.5853,174,2.4484,177,0.3137,154,1.3328
136,1.5464,176,0.9899,179,0.2603,171,0.8842
180,6.7633,180,2.4513,180,0.2107,171,1.2936
0,0,178,2.7785,177,0.3182,179,0.8661
150,3.5385,178,0.6363,180,0.1909,176,1.0123
166,3.9745,178,1.3747,178,0.3815,179,0.8472
180,3.4091,180,2.7841,173,0.2576,153,0.8552
173,1.9281,175,2.0924,180,0.2754,180,0.8862
83,3.5228,178,2.2008,179,0.3378,157,1.2636
174,1.9584,180,1.2663,179,0.4156,122,1.9489
174,2.2803,176,0.6033,180,0.3388,179,1.009
180,3.9287,180,0.3963,179,0.3859,177,1.0345
147,1.9573,169,0.8291,176,0.2413,174,0.6734
128,1.7879,170,0.8972,175,0.2081,147,1.3453
157,2.3651,177,1.446,180,0.4294,179,0.7426
158,7.7628,177,1.086,178,0.2274,174,0.7193
6,1.0766,178,2.4342,178,0.2379,179,0.7676
20,2.9841,171,2.6384,177,0.2391,130,0.9398
123,6.1064,177,1.2206,179,0.2165,179,1.0103
180,4.3172,177,0.9343,155,0.2903,163,0.8877
171,2.3361,156,0.6864,180,0.2924,160,0.9661
180,3.7817,176,1.6094,180,0.4057,148,1.4135
177,1.508,180,0.3753,180,0.2385,174,0.9218
180,3.9961,178,1.314,180,0.2423,114,1.1441
43,5.6709,178,2.0849,153,0.3334,175,0.5235
178,4.042,180,1.727,179,0.1618,171,0.5805
179,6.3612,176,1.5581,165,0.3995,169,1.4829
179,2.9469,171,2.6858,180,0.3936,162,0.9447
23,2.0425,180,2.725,180,0.2385,169,0.5555
178,6.9518,178,1.6087,179,0.3413,168,0.6604
10,6.7746,179,2.229,178,0.3156,141,0.6486
106,1.9605,180,1.9713,180,0.3469,161,0.5197
107,2.0883,173,1.1562,180,0.3161,141,0.6005
180,2.3,179,1.6521,158,0.4118,132,0.8122
39,5.3743,175,2.5169,159,0.4107,176,0.639
171,3.2829,175,1.8888,177,0.3618,180,1.0819
0,0,179,1.5744,180,0.3267,179,0.6663
172,2.1256,179,1.6645,175,0.2638,174,0.5497
0,0,180,0.9714,179,0.8159,159,1.5587
20,3.3791,176,1.4581,178,0.6283,176,0.6573
0,0,175,0.7049,177,0.5967,73,0.123
176,3.6503,179,1.3109,179,0.5526,134,0.5212
0,0,179,3.5376,180,1.2496,172,0.7265
179,1.6272,178,0.7525,99,0.4195,123,0.8544
176,3.9313,180,0.3524,176,0.7346,178,0.5994
177,2.4948,175,0.6713,176,0.4975,180,0.4154
167,2.2114,180,0.779,177,0.4102,112,0.52
0,0,174,1.2752,179,0.4988,178,1.0659
173,2.8295,180,2.0051,179,0.5711,179,0.4772
180,5.8053,175,0.6874,177,0.4054,174,0.7473
164,9.0121,171,1.509,176,0.4035,180,1.0044
65,9.403,180,0.8532,162,0.483,180,0.3523
177,2.0212,180,1.3207,179,0.4597,172,0.7342
177,4.9668,176,2.2667,180,1.5455,174,0.3452
180,4.8362,180,3.7993,178,2.1341,179,0.5343
3,0.8759,178,1.7315,179,2.2669,180,0.3755
148,1.7261,179,1.3594,178,1.5633,180,0.5356
0,0,175,1.6693,180,2.5419,173,0.2332
180,2.5588,178,2.3523,54,2.9859,155,0.8616
34,4.2076,180,1.4943,179,0.9155,175,0.3793
177,1.5164,179,1.5503,179,0.9714,177,0.8453
74,1.6527,173,1.315,125,1.5265,178,0.3556
137,1.672,178,1.9154,180,0.8147,179,0.2698
77,2.1196,174,0.5389,169,1.0832,171,0.337
178,1.5937,169,1.3118,178,1.1047,148,0.5022
58,2.4772,180,1.9141,176,1.3143,176,0.272
180,5.0922,179,0.8777,176,1.5404,175,0.2964
25,8.839,176,2.2596,177,0.8994,164,0.2633
120,2.163,180,0.9052,173,0.9123,149,0.2706
9,2.7708,179,1.6144,130,1.0775,130,0.4849
180,3.56,180,1.4124,173,0.7592,177,0.2007
0,0,180,2.4383,179,1.1322,180,0.3894
179,3.0454,175,2.413,180,0.8582,176,0.4168
4,1.6989,180,1.0919,180,1.5118,159,0.2359
153,4.5594,169,1.3098,178,1.5759,180,0.3245
143,3.5022,177,2.4227,179,0.8896,168,0.8795
180,3.1038,180,1.7509,180,0.8629,178,0.4475
59,3.3344,180,1.5021,169,0.8332,174,0.2387
172,3.067,180,1.4287,180,0.9058,180,0.2777
157,2.3737,178,2.7509,178,0.6896,171,1.166
153,4.4948,178,1.664,180,0.963,174,0.2121
152,4.3001,180,2.6567,136,0.9147,177,0.2563
180,1.5199,169,1.8269,180,0.5304,159,0.2751
119,1.3642,177,2.8195,180,0.4575,179,0.1975
56,2.4744,180,1.3247,180,0.4489,161,0.3352
107,2.6633,174,0.601,180,0.5486,180,0.2272
177,2.4308,179,1.4419,149,0.3039,172,0.3313
180,1.6257,168,0.4816,174,0.3469,177,0.3769
21,2.7364,175,2.1615,176,0.2799,167,0.3094
165,4.1328,163,1.5875,176,0.6899,162,0.2436
174,3.2103,169,1.0021,177,0.5469,134,0.3705
176,2.2556,170,2.0243,175,0.4373,165,0.2946
2,0.932,180,0.5452,179,0.5478,156,0.5152
179,3.9066,180,2.3697,118,0.2873,179,0.4142
141,1.6027,180,0.7526,150,0.169,179,0.5436
11,4.5228,169,1.7681,143,0.172,137,0.3505
180,3.7616,161,1.2725,175,0.3565,179,0.3527
178,1.6456,174,3.4933,178,0.372,178,0.3271
12,3.7911,180,1.8398,179,1.1921,178,0.5158
61,5.3763,180,2.6739,178,1.008,180,0.3055
175,3.5498,179,0.803,179,0.5934,158,0.3297
180,2.1237,162,0.5223,180,0.7861,136,0.429
73,3.3557,172,1.5055,180,0.8399,179,0.3957
180,2.7648,179,0.8477,162,1.0798,168,0.2769
176,2.2873,167,0.7161,154,0.6748,180,0.2816
166,2.5624,177,1.2632,167,0.5712,164,0.3731
6,1.4234,177,3.4522,175,0.7667,163,0.3149
179,2.699,180,1.0739,171,0.6535,179,0.2477
0,0,178,2.293,127,0.7666,127,0.3799
143,1.9928,180,1.3244,180,0.9238,175,0.2893
179,1.9392,177,2.8396,180,0.7168,177,0.2529
172,4.4589,176,0.7539,170,0.5627,149,0.5695
52,1.7773,178,1.4525,180,0.5479,177,0.5632
39,6.1632,174,1.5393,179,0.6227,176,0.3665
180,1.5584,176,3.1842,167,0.7117,131,0.3174
149,2.1399,175,1.8738,180,0.5016,180,0.7605
152,2.1435,178,2.0475,180,0.964,180,0.2935
52,3.2158,173,0.6533,180,0.585,172,0.3834
162,4.0987,178,1.5129,120,0.782,179,0.2187
177,3.1214,179,3.0849,176,0.5682,151,0.3647
15,4.3372,,,179,1.2239,178,0.348
179,1.8449,,,178,0.5859,173,0.5735
180,2.2304,,,177,1.039,180,0.4154
43,3.6314,,,177,0.6986,171,0.3644
173,1.8502,,,,,180,0.5843
157,1.2956,,,,,176,0.4937
180,2.6937,,,,,176,0.2756
142,3.0264,,,,,178,0.2262
180,2.1976,,,,,,
23,2.4344,,,,,,
0,0,,,,,,
179,1.5602,,,,,,
