krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
178,5.9681,180,2.3899,180,0.5375,171,2.2388
151,2.0041,165,1.8281,177,0.7814,144,3.3001
154,2.3258,179,0.5492,179,1.58,163,1.704
128,5.4629,178,0.4963,179,0.4753,178,2.8518
159,6.3918,178,1.5655,176,0.5019,177,1.4963
180,4.9209,173,1.9655,177,0.4728,147,1.2548
180,3.4309,179,1.183,106,0.4472,170,1.5089
0,0,180,1.952,179,0.4272,174,1.912
180,2.6643,180,2.7611,179,0.5299,160,1.5594
2,0.5428,179,1.3745,180,0.6708,117,2.3088
39,7.1238,179,3.9293,180,0.5227,126,1.6017
0,0,178,1.1494,169,0.3987,160,1.397
82,3.869,178,0.5752,136,0.3584,136,1.6219
73,3.6794,179,1.3944,180,0.4474,180,1.4233
89,2.1957,176,3.0565,180,0.6228,178,1.0617
165,1.8208,179,0.572,177,1.4903,178,1.0513
66,2.086,169,0.7231,164,1.8875,179,1.0505
0,0,176,2.2775,178,1.6015,167,1.4142
15,3.4118,175,1.3422,160,1.7568,174,1.1465
180,4.6175,180,2.0394,177,3.0861,180,0.8112
41,2.4141,176,1.5486,106,1.6163,170,1.0292
74,2.5269,176,0.7192,172,2.497,148,1.156
178,2.4347,180,2.2998,180,0.3559,128,1.2276
178,1.6733,176,3.4622,180,1.3577,174,0.8779
150,3.1161,178,0.4264,180,0.8293,126,1.1188
93,3.4323,179,1.0414,180,0.5418,138,1.1191
178,5.0663,179,1.8774,180,0.4574,180,0.8061
179,4.348,180,1.8305,180,0.3514,164,2.5516
122,2.3684,179,1.1151,180,0.3734,152,1.0566
163,2.3802,177,2.4972,180,0.4482,180,0.9601
179,7.46,176,2.3068,180,0.3723,178,0.8883
173,7.4772,180,1.224,180,0.4187,141,1.5332
179,2.0009,177,2.2639,179,0.79,180,0.8334
5,5.0672,179,1.5369,179,0.2659,128,0.9698
180,2.9447,179,1.4045,180,0.2865,115,1.9491
8,1.5681,177,0.7149,180,0.2548,178,0.6735
162,3.6964,167,2.3632,180,0.2695,176,1.1126
178,4.1904,180,1.286,180,0.2461,175,0.6919
78,4.4085,178,1.3747,177,0.273,168,1.1459
71,7.2803,179,0.4458,180,0.2604,177,0.6421
5,0.4589,180,1.7532,175,0.2574,177,1.1467
178,4.0426,174,0.4792,179,0.261,169,0.9498
8,2.7953,179,2.8497,179,0.2538,161,0.8551
173,5.174,175,0.9369,180,0.3033,177,0.6123
176,3.2207,178,2.0129,177,0.3002,116,0.7619
44,3.7557,180,0.42,175,0.2525,174,0.7767
176,2.3363,177,1.5584,179,0.2093,126,0.6617
44,3.8008,179,0.6155,180,0.2612,180,1.5502
175,1.6265,169,0.6405,178,0.3211,161,1.0423
47,2.0746,170,1.7311,176,0.2231,154,1.0969
139,2.3154,176,1.8089,176,0.3331,117,0.6563
174,3.5509,179,0.9227,176,0.1928,180,0.6015
164,1.9175,179,1.4976,179,0.2618,130,0.625
174,1.3563,177,2.1967,179,0.4049,139,0.9352
175,1.9423,179,1.0618,180,0.2234,176,0.6647
172,4.0196,174,2.7275,179,0.3221,163,1.4283
179,1.6248,180,2.2812,177,0.2934,180,0.6677
151,6.3168,180,0.9934,179,0.2201,147,0.6818
179,2.6481,175,1.4974,177,0.3034,177,0.9808
180,2.2302,177,0.8821,164,0.2361,162,0.6124
155,4.3531,178,2.6305,170,0.2107,151,0.6622
3,2.3394,177,1.4139,179,0.46,178,0.5486
174,1.5126,171,2.5658,177,0.3469,180,0.5136
134,2.2184,180,0.834,179,0.3011,154,1.0502
180,3.4671,180,0.4732,178,0.2964,176,1.1298
0,0,180,1.4103,114,0.3596,159,0.477
178,3.2962,177,1.4992,175,0.3709,169,0.6197
159,1.7274,174,0.9979,180,0.2875,180,0.5548
5,1.1952,169,1.8363,154,0.4065,177,0.5982
178,2.4196,179,1.7075,180,0.3567,177,0.6274
175,5.2043,177,2.8818,175,1.2937,120,0.5949
173,1.6259,177,3.4891,178,1.5014,132,0.5951
16,2.5759,178,1.3139,135,1.12,175,0.7073
145,3.8092,173,0.3894,159,0.7958,153,0.4937
9,0.2531,173,1.0103,180,0.7969,177,0.8998
146,1.6085,178,1.7748,179,0.9679,172,0.6931
63,2.7431,179,0.5537,177,1.666,176,1.0212
71,2.2583,178,2.195,150,1.2072,180,0.4101
164,2.6761,179,1.4875,179,0.9349,180,0.2999
161,2.2025,177,1.6138,175,0.9871,180,0.4181
179,2.0681,178,0.8496,178,0.9473,176,0.9466
4,2.0416,179,0.8848,180,1.259,153,1.0044
167,2.2779,180,0.3848,138,2.1708,180,0.3074
147,2.3868,175,0.3052,177,0.8588,180,0.5002
179,2.5082,171,1.075,180,1.1164,179,0.2374
177,2.9863,180,0.5028,180,1.1214,180,0.3384
175,3.4841,179,1.0782,176,0.6709,179,0.2359
15,5.0829,162,1.1854,179,1.087,180,0.308
178,3.6677,180,1.9075,178,1.2423,180,0.3794
6,1.9535,179,1.6987,174,0.9456,176,0.3456
173,2.5977,180,1.7279,153,0.7645,158,0.5117
8,1.2109,178,4.0644,123,0.8655,179,0.2402
178,1.3483,173,1.8997,176,1.7705,178,0.2447
180,1.6456,180,2.377,180,1.1688,169,0.2707
164,2.6512,180,2.2657,160,1.085,179,0.7457
175,2.5326,170,1.218,170,1.7728,180,0.2553
5,1.4602,176,1.9574,177,1.2571,177,0.3173
168,5.4443,180,2.5928,176,2.232,179,0.2844
147,2.8578,179,0.5274,180,0.9911,167,0.2373
174,7.9094,176,1.2937,173,0.6063,180,0.2905
67,4.0758,180,1.9585,179,0.4044,176,0.1933
10,1.2997,180,1.7909,177,0.4205,169,0.5545
166,6.0587,179,0.6352,177,0.6997,180,0.2699
180,1.6282,180,1.9759,180,0.8735,168,0.2407
179,3.7006,180,2.6017,177,0.3544,166,0.462
44,2.7804,180,1.2486,107,0.3862,180,0.2643
0,0,171,0.7333,180,0.3752,180,0.2017
173,1.8654,177,1.4907,177,0.1898,180,0.2861
158,1.3567,168,2.4612,179,0.4796,173,0.1829
166,1.7007,180,2.9774,165,0.381,157,0.2266
36,3.5762,179,2.1558,166,0.5018,118,0.2972
177,3.6532,180,1.1657,125,0.7179,178,0.2819
20,6.8769,179,1.2765,88,0.1124,180,0.5102
179,3.9358,177,0.3416,180,1.0787,180,0.2404
5,1.1444,178,0.8436,180,0.8298,163,0.2026
80,4.138,177,1.176,179,1.2703,179,0.4438
168,3.3152,180,0.6506,180,1.019,179,0.3055
178,2.0919,179,0.9413,180,1.3051,179,0.3424
20,2.9009,172,0.8263,180,1.2795,180,0.3042
180,8.013,178,0.9548,179,0.9669,180,0.4822
118,1.5149,180,1.8302,180,0.7679,176,0.4445
75,3.577,179,1.9694,175,0.9685,179,0.397
173,2.0629,180,1.0261,177,0.5902,167,0.4208
166,1.9785,168,1.4144,153,0.8132,167,0.4345
172,1.7244,177,1.3749,176,0.8238,175,0.4624
23,2.6207,178,0.8514,179,0.9983,180,0.271
180,2.1192,171,1.1787,180,0.8373,180,0.3647
179,3.2172,178,2.8763,179,0.7285,158,0.4542
166,2.7317,176,1.5065,180,1.2853,178,0.2958
134,4.0668,167,2.1228,180,0.661,180,0.3
51,3.2231,180,3.1462,179,0.8042,168,0.3992
178,2.1617,172,1.8916,180,0.647,139,0.4735
135,4.5013,173,0.8374,177,0.8014,178,0.2648
49,5.99,179,2.7212,179,0.6301,175,0.5701
171,1.5489,180,0.3711,174,0.6457,164,0.3862
175,2.8727,179,0.8701,180,0.5892,167,0.5232
54,3.755,177,1.5477,180,0.5467,180,0.6987
3,1.2046,180,1.2074,158,0.5389,133,0.3358
144,2.551,179,1.5352,179,0.6145,178,0.3586
180,4.6528,,,179,0.6557,166,0.5758
0,0,,,156,0.5527,180,0.4541
165,5.696,,,174,0.5088,180,0.4916
154,4.3751,,,165,0.6159,179,0.5339
115,3.3563,,,,,141,0.1951
8,0.7341,,,,,176,0.4157
171,5.583,,,,,151,0.3024
32,4.6163,,,,,134,0.287
166,4.6715,,,,,175,0.3657
180,1.4036,,,,,,
179,2.2511,,,,,,
50,2.6346,,,,,,
163,2.3676,,,,,,
162,1.4489,,,,,,
155,2.2667,,,,,,
0,0,,,,,,
173,2.067,,,,,,
131,6.3663,,,,,,
48,4.1904,,,,,,
40,4.4664,,,,,,
162,6.8665,,,,,,
0,0,,,,,,
137,3.4603,,,,,,
58,3.1897,,,,,,
62,2.4994,,,,,,
23,2.5629,,,,,,
162,2.9565,,,,,,
35,3.1511,,,,,,
180,1.7078,,,,,,
161,2.1169,,,,,,
113,1.5542,,,,,,
62,2.2893,,,,,,
8,0.1193,,,,,,
175,1.8512,,,,,,
8,3.1411,,,,,,
90,2.6258,,,,,,
172,5.6803,,,,,,
122,1.5623,,,,,,
55,1.8995,,,,,,
166,4.0876,,,,,,
9,2.7825,,,,,,
138,3.6593,,,,,,
162,2.2485,,,,,,
178,10.405,,,,,,
45,2.9033,,,,,,
156,3.5652,,,,,,
156,6.7472,,,,,,
129,5.4377,,,,,,
177,2.1478,,,,,,
155,1.8494,,,,,,
7,1.3398,,,,,,
157,2.5297,,,,,,
59,2.3484,,,,,,
134,1.9519,,,,,,
161,3.3642,,,,,,
96,2.1521,,,,,,
141,2.2295,,,,,,
0,0,,,,,,
166,1.9372,,,,,,
0,0,,,,,,
178,2.4711,,,,,,
130,1.4977,,,,,,
62,2.404,,,,,,
93,3.2301,,,,,,
41,4.0241,,,,,,
152,2.1903,,,,,,
155,1.8279,,,,,,
43,2.4432,,,,,,
161,1.695,,,,,,
55,2.813,,,,,,
16,5.4922,,,,,,
178,3.7868,,,,,,
165,3.9795,,,,,,
