krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
177,4.1737,157,1.1377,170,2.3035,133,0.3395
164,4.7302,161,0.6038,139,1.4098,158,4.1298
177,1.5671,170,0.7317,174,1.0369,163,1.9235
180,4.9155,177,1.5649,180,1.3558,170,1.6871
179,1.8453,161,0.5361,166,2.1824,102,0.8264
179,4.0484,124,0.5833,180,0.5054,165,1.3856
180,3.4825,179,0.5084,169,0.511,156,1.9558
176,3.6234,178,1.2014,178,0.49,174,1.8148
142,2.0354,116,1.2184,177,0.6532,175,1.2009
87,4.3945,180,0.2898,180,0.587,178,1.376
180,1.6153,167,1.5259,180,0.5093,179,1.3009
131,8.8104,175,0.3994,176,0.8795,169,0.9993
180,2.2411,168,2.0391,171,0.5762,171,0.9545
30,2.1238,175,2.2849,176,0.5114,176,1.3435
171,3.395,162,0.5515,177,0.6808,159,1.1768
62,2.7251,177,2.0738,161,0.3306,178,0.9316
156,7.6409,133,1.1524,143,0.2709,178,2.2545
1,1.4519,174,0.3429,171,0.5378,153,1.5421
180,2.9211,169,1.2827,175,0.5048,177,1.0071
0,0,147,0.8686,180,1.6194,173,1.4177
179,3.6914,144,0.8258,179,0.5777,172,0.9072
6,2.5416,159,0.6582,180,0.8805,178,1.012
180,4.0674,161,0.5654,180,0.8912,177,1.0872
177,2.7194,177,0.7162,178,0.679,180,0.7904
177,3.4062,158,0.8545,179,0.854,177,1.1483
8,1.3601,180,0.4589,180,0.625,136,0.9197
139,2.8828,139,0.7531,180,0.5949,152,0.7909
162,1.8362,175,0.7123,177,0.5109,176,0.9353
6,1.8411,139,0.5117,178,0.5889,170,0.7652
179,7.3395,173,0.4139,176,0.6876,180,0.8408
179,1.9234,179,0.9621,180,0.5763,166,1.6199
180,3.6156,144,0.3795,173,0.5898,155,0.8168
177,2.4742,166,2.7716,176,1.1282,147,1.1266
180,2.5711,148,0.4043,178,0.8706,178,1.447
179,1.7289,180,1.2967,180,1.0593,180,0.5896
10,2.5231,177,0.986,180,1.0488,176,1.0115
178,3.5272,107,0.6692,178,1.0412,177,0.952
179,3.2394,180,1.4245,180,1.0714,176,0.6356
154,5.0301,180,0.4162,180,1.1461,180,0.5562
0,0,130,0.4504,180,0.9988,166,1.0787
167,1.7489,151,0.2983,180,1.24,179,0.7332
61,1.5033,128,0.799,168,0.9826,126,0.7261
177,3.1052,180,0.706,120,0.8194,179,1.0297
164,2.802,173,1.4013,151,0.8632,161,0.6518
6,0.0856,176,0.921,180,1.7142,151,0.7953
180,2.3049,47,0.8459,180,0.9744,180,0.5862
40,3.8979,167,0.729,180,0.6394,179,2.5476
160,2.3578,78,1.0628,180,0.4292,177,0.6197
40,2.9633,180,1.4982,180,0.3705,177,0.6876
57,3.579,173,0.8208,180,0.3907,178,0.9718
152,6.9149,172,1.0596,180,0.5442,180,1.2407
180,2.4546,148,0.627,180,0.402,165,0.6117
171,1.7089,157,0.7667,180,0.4074,169,0.6411
147,5.479,180,2.7394,180,0.3739,166,0.6063
179,1.4271,149,0.9525,180,0.2573,152,0.7815
166,2.2639,173,0.6368,180,0.6281,173,0.6016
141,2.2558,180,1.0755,179,0.3627,178,0.6154
167,3.2398,175,0.9072,180,0.2648,172,0.9505
79,4.1572,179,1.2778,180,0.3403,179,0.5586
152,4.1945,159,0.8279,179,0.2183,180,0.3948
178,4.0363,153,0.6532,180,0.2751,171,0.5379
178,3.4246,179,0.484,180,0.3461,180,0.9194
6,1.5883,172,0.3013,180,0.4323,169,0.3656
172,1.7021,178,0.8576,180,0.2571,180,1.0214
178,2.7872,116,0.7236,180,0.2409,179,0.7938
6,3.6494,153,0.5555,179,0.2907,167,0.2714
178,2.0163,156,0.9603,180,0.2761,170,1.1944
176,4.5493,164,0.4848,180,0.2524,177,0.5506
176,3.3145,177,0.9701,180,0.2006,178,0.2612
28,2.587,177,0.2789,180,0.4698,179,1.2074
175,1.7146,178,0.3588,180,0.3741,163,0.5329
179,3.2412,170,0.7138,180,0.3295,175,0.3323
178,2.7124,161,1.0766,179,0.1816,162,0.2746
15,11.0941,135,0.5268,177,0.288,177,0.3062
177,3.8734,179,0.4275,178,0.3667,164,0.2879
73,2.0024,180,1.1757,179,0.2622,180,0.2686
174,5.0457,162,1.1152,176,0.3985,179,0.3003
44,2.5141,133,0.3601,180,0.3806,180,0.6829
7,0.4148,174,2.2567,180,0.6214,180,0.2598
129,1.8069,178,0.7826,180,0.7271,180,0.2588
56,1.9957,158,0.5635,179,0.4449,170,0.389
171,3.9705,173,1.3732,179,0.2229,180,0.3186
178,5.0063,179,1.4047,180,0.4258,152,0.7215
180,3.6471,179,0.904,180,0.451,177,0.3212
174,5.6821,178,0.558,169,0.3027,176,0.19
3,1.8604,176,0.9858,178,0.3364,180,0.2108
172,2.2439,178,0.3881,179,0.3318,179,0.1993
7,1.3982,152,2.2315,179,0.4652,179,0.2506
178,3.3278,176,1.8137,176,0.2585,173,0.2723
125,3.4882,130,0.9812,164,0.281,179,0.2208
71,1.981,138,1.1098,178,0.8465,175,0.1997
60,6.6554,173,0.3907,179,1.2754,180,0.4146
135,1.8951,175,1.5514,180,0.618,164,0.2029
45,1.6832,49,0.8511,180,0.6073,180,0.5655
180,3.6659,165,0.3045,179,0.9558,178,0.4685
60,5.0939,122,1.7163,178,1.1474,170,0.3496
180,1.4695,151,0.8751,177,0.7488,151,0.3584
3,1.6655,175,0.2754,179,1.3163,179,0.4128
179,2.8479,180,0.7904,177,0.8624,141,0.511
127,4.6375,178,0.5112,179,0.8769,142,0.4629
171,2.9999,164,0.8014,174,0.8405,176,0.431
3,2.3288,165,1.1515,150,0.7827,175,0.295
130,2.6095,160,1.159,178,0.9436,180,0.379
162,2.7636,180,1.7604,131,1.268,154,0.4292
148,1.7298,177,1.0315,161,1.0103,161,0.3785
133,4.3543,166,1.6362,139,1.4553,180,0.3301
176,1.8676,179,0.4692,135,1.1303,180,0.6076
40,3.2014,178,1.5801,174,1.8599,170,0.636
179,4.2428,177,0.4432,180,0.8619,174,0.6425
176,4.4151,171,0.47,163,0.8745,125,0.7431
179,2.1125,147,0.9812,179,1.3274,170,0.4693
8,1.891,179,0.8023,178,2.8435,167,0.2942
37,3.9728,179,0.8882,180,1.952,180,0.4547
0,0,180,0.6563,77,2.6146,177,0.4679
129,6.1671,157,1.247,180,1.4748,155,0.4825
10,0.9126,172,0.8908,176,1.8297,175,0.3151
178,2.7339,175,2.4967,,,164,0.3308
175,6.6858,169,0.7475,,,180,0.3241
150,1.6371,174,0.3641,,,159,0.3507
22,2.8538,96,0.9361,,,,
177,1.5156,110,1.0266,,,,
61,1.987,173,1.7936,,,,
163,2.1842,180,2.9708,,,,
176,1.4352,165,1.2186,,,,
63,2.4983,180,0.3946,,,,
116,1.8084,,,,,,
129,1.8589,,,,,,
151,2.2147,,,,,,
48,4.9645,,,,,,
129,1.9363,,,,,,
1,2.0216,,,,,,
176,1.8882,,,,,,
3,0.8227,,,,,,
178,3.656,,,,,,
0,0,,,,,,
0,0,,,,,,
7,1.7591,,,,,,
180,2.4329,,,,,,
178,3.4583,,,,,,
8,0.9861,,,,,,
150,4.6297,,,,,,
180,2.5655,,,,,,
59,3.3424,,,,,,
177,6.0844,,,,,,
85,2.4705,,,,,,
121,2.1767,,,,,,
53,2.3875,,,,,,
167,2.241,,,,,,
180,2.7912,,,,,,
172,3.455,,,,,,
176,2.0963,,,,,,
114,5.2133,,,,,,
130,1.3811,,,,,,
40,1.9612,,,,,,
178,1.8632,,,,,,
