krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
179,4.3703,178,0.8831,180,0.9148,111,0.811
66,2.7832,177,0.888,179,0.7432,89,0.3481
180,5.2819,178,0.9092,175,0.5584,134,3.912
6,1.5681,180,2.3817,157,0.2054,115,2.3775
179,4.5358,178,0.3309,179,0.3999,155,1.6644
96,2.5635,176,1.3293,177,0.4284,147,2.6129
151,4.678,169,2.5063,158,0.4136,147,1.4348
141,3.5028,179,3.0634,168,0.1776,162,2.1839
169,2.3106,180,3.9614,177,0.6993,169,1.9824
8,1.2635,179,2.097,173,0.2747,175,2.5065
180,3.6138,159,0.9029,176,0.3636,175,1.22
179,1.5338,179,1.049,170,0.6835,145,1.2187
0,0,180,1.3336,176,0.3413,168,1.1207
173,5.9534,176,0.8525,139,0.3742,172,0.8974
179,4.4927,177,1.7251,179,1.3022,174,0.8592
5,1.5648,180,1.8849,178,1.6535,136,0.9133
179,4.8358,178,2.04,179,2.1146,150,1.4979
180,1.9843,165,2.811,177,1.4057,170,1.3278
6,3.8792,143,1.6058,179,3.8371,178,1.4001
180,6.1584,177,0.6586,170,0.8755,159,1.4636
174,2.7708,158,0.6395,179,0.6708,147,2.4055
141,2.6679,178,1.4049,173,0.729,149,1.6009
180,6.9384,172,0.8222,165,1.0229,170,0.8392
161,2.1703,177,1.5092,180,1.6462,139,1.4353
180,1.9944,176,1.5822,180,0.9951,120,1.5366
180,1.7709,171,1.5046,173,1.5395,171,0.7796
173,3.5013,180,2.2758,105,1.4854,170,1.0905
46,3.9232,178,0.9094,180,0.7042,157,0.9249
9,3.7914,180,2.0636,178,0.63,175,0.9657
177,1.7886,173,0.5554,174,0.7378,175,0.9088
175,4.597,180,0.2874,180,1.107,170,1.5614
180,2.8383,178,3.1735,177,0.7895,180,0.946
131,2.7048,180,3.759,180,0.6281,180,0.9419
84,2.2421,175,0.4094,175,0.5049,177,1.6757
180,4.0185,180,1.3843,179,0.6476,179,0.6968
169,1.2362,179,1.935,179,0.6363,134,0.9595
162,1.6458,175,1.9667,180,1.0477,176,0.807
5,2.3473,179,1.6344,162,0.6119,142,0.6874
179,1.5727,173,2.0877,173,0.7508,178,0.8303
20,2.2256,174,1.2133,178,0.6939,165,1.3165
179,4.2984,179,1.8138,153,0.6061,137,0.7395
121,4.4442,177,1.1784,180,0.5446,177,0.5646
180,6.3228,179,1.0739,150,0.4967,179,0.7384
159,2.4111,171,0.3176,166,0.8046,173,0.616
9,0.6649,171,2.0257,170,1.0439,155,0.7441
180,3.3679,177,3.7242,180,1.2719,179,0.5734
162,6.9944,168,1.8003,175,0.8571,166,0.9988
177,1.8939,180,0.6142,179,0.8694,171,0.6211
3,0.3532,177,0.7154,161,0.9813,163,0.6321
139,4.3455,178,0.9339,177,1.248,178,0.9231
29,5.2417,178,1.3664,98,1.1073,172,0.5741
180,2.5519,175,0.8517,179,1.2147,154,0.5838
74,3.8091,178,1.8767,180,0.9617,177,1.5934
139,2.1012,179,1.3238,172,1.0513,180,1.1919
179,2.5935,180,1.2732,168,1.2786,162,0.6674
173,3.3426,176,1.4121,174,1.8712,150,0.7013
67,3.5522,163,1.1702,179,1.3244,177,0.5548
175,1.5899,177,0.3624,180,0.6875,171,0.7954
10,4.176,174,0.3638,179,0.4233,111,0.7793
169,2.4175,176,1.8262,179,0.4951,180,0.5309
1,0.8566,179,1.411,179,0.396,174,0.5928
154,6.8861,180,1.3362,180,0.511,175,0.6208
103,3.2098,178,0.396,180,0.3448,177,0.6597
106,2.8911,176,0.8746,180,0.4262,177,1.1307
109,1.6944,177,1.3986,180,0.2806,147,0.5971
72,1.9006,179,1.524,180,0.3139,174,0.3953
173,2.8203,177,1.0701,180,0.4119,126,1.2486
10,0.0581,173,1.3155,178,0.2368,171,0.5486
104,2.103,180,0.4606,180,0.3481,172,0.6889
50,2.2767,176,1.7042,180,0.4114,153,0.9434
129,1.6843,178,1.6745,180,0.4446,179,0.8247
7,1.5983,179,1.2993,177,0.377,167,0.4584
64,11.9948,178,1.7323,180,0.2237,180,1.0005
3,1.2906,173,1.6553,180,0.2946,174,0.6563
180,2.7288,170,1.4171,179,0.247,178,0.5004
165,3.6614,174,0.9629,176,0.2435,175,0.3931
28,2.1065,177,0.3401,179,0.2471,173,0.2819
39,1.6668,158,0.5826,180,0.2945,172,0.3926
158,2.4705,177,1.2905,180,0.2286,169,0.4935
170,1.7797,163,0.3864,180,0.2978,177,0.4334
179,6.706,162,0.733,166,0.4288,178,0.2561
172,1.7393,168,2.0711,180,0.3292,178,0.2695
172,1.5784,177,0.6487,180,0.2281,178,0.2386
174,3.4683,179,0.3987,180,0.3219,171,0.4581
7,2.4643,176,0.6304,172,0.2487,142,0.6961
178,1.7005,178,1.3978,180,0.2408,169,0.3306
179,4.4355,179,0.4784,178,0.2473,180,0.3183
157,5.7553,164,0.5307,167,0.3504,174,0.2224
158,1.6992,180,0.8846,177,0.2555,177,0.2414
161,1.7969,171,0.6053,178,0.203,177,0.3825
176,1.6093,168,1.5396,177,0.4102,179,0.2661
174,3.9104,177,1.8756,180,0.3102,178,0.242
35,8.6547,172,1.1561,180,0.2812,180,0.8733
177,1.7932,179,0.4139,176,0.1848,171,0.2493
3,0.5244,179,1.1927,175,0.2607,169,0.3476
179,4.735,178,0.728,174,0.4469,174,0.3357
0,0,176,1.6925,162,0.3054,166,0.291
170,6.9082,173,0.919,180,0.4013,159,0.284
4,1.5861,180,0.8115,179,0.291,174,0.296
122,1.7927,180,2.1535,179,0.2357,177,0.2322
16,4.2118,174,0.3182,180,0.4255,112,0.2925
164,1.9165,166,2.1785,165,1.2801,176,0.2168
179,3.5615,172,1.2386,179,1.58,84,0.5802
3,1.7463,176,2.0538,179,2.3324,171,0.5049
159,1.9385,180,1.4239,176,1.3018,179,0.3094
49,3.3858,165,0.6962,144,1.3161,178,0.5264
173,3.097,161,0.9382,180,0.412,168,0.4549
4,0.4368,172,1.1355,179,1.0296,170,0.3613
178,2.5038,172,2.1655,80,0.557,177,0.5457
0,0,179,1.6199,177,0.4854,168,0.5747
180,1.4919,177,2.453,179,0.6112,165,0.3298
171,2.3035,179,1.8272,179,0.619,179,0.4711
42,2.1255,175,2.3902,180,0.5161,126,0.3896
175,3.7601,180,1.0959,177,0.6492,173,0.2825
56,2.1035,173,1.5087,180,0.5777,165,0.3077
171,2.1401,171,2.406,170,0.4561,178,0.3399
19,4.4824,180,1.6612,175,0.6067,178,0.2854
177,1.9584,166,0.4594,174,0.3953,160,0.3194
6,1.5861,180,0.5228,180,1.0951,175,0.2964
172,1.8109,179,1.1333,180,1.4766,172,0.2921
6,1.8463,177,0.8506,180,1.0178,178,0.3202
172,3.4604,172,0.3746,180,0.6752,161,0.3467
7,1.0704,178,0.3407,178,0.8482,151,0.3167
174,2.7565,178,0.3216,180,0.8584,127,0.3724
180,2.3069,171,1.0346,180,1.4102,178,0.5878
4,0.2883,175,1.3423,180,0.9279,157,0.8398
180,2.1005,175,4.3302,180,0.7182,138,0.344
148,3.0655,179,0.3567,180,0.7063,160,0.3486
4,1.0999,167,0.3056,180,0.7643,173,0.4247
175,3.885,170,0.9353,177,0.7071,178,0.4253
8,0.0,,,143,0.8975,179,0.4273
179,2.9458,,,,,144,0.3135
104,3.61,,,,,165,0.4038
1,1.139,,,,,180,0.4012
179,1.5656,,,,,156,0.2149
48,1.9536,,,,,131,0.5381
179,2.602,,,,,176,0.3053
0,0,,,,,135,0.1373
175,1.633,,,,,175,0.5102
25,2.993,,,,,,
158,2.6094,,,,,,
77,2.0721,,,,,,
177,2.875,,,,,,
52,3.434,,,,,,
20,2.5217,,,,,,
180,3.1351,,,,,,
179,2.7034,,,,,,
47,4.0762,,,,,,
161,2.9901,,,,,,
162,3.47,,,,,,
167,3.6547,,,,,,
1,1.5184,,,,,,
178,2.8908,,,,,,
0,0,,,,,,
142,2.7677,,,,,,
147,2.4756,,,,,,
60,2.8407,,,,,,
178,2.8345,,,,,,
0,0,,,,,,
178,3.4206,,,,,,
97,3.7999,,,,,,
166,4.1565,,,,,,
175,3.2016,,,,,,
160,3.8049,,,,,,
47,3.8512,,,,,,
134,3.8731,,,,,,
5,0.4517,,,,,,
173,3.2483,,,,,,
175,2.311,,,,,,
8,2.4683,,,,,,
172,4.0743,,,,,,
160,11.6745,,,,,,
180,2.2282,,,,,,
178,2.4621,,,,,,
5,1.5727,,,,,,
155,1.8877,,,,,,
180,3.3116,,,,,,
169,1.4848,,,,,,
57,2.2526,,,,,,
167,2.558,,,,,,
67,4.8964,,,,,,
167,4.8281,,,,,,
176,1.7095,,,,,,
125,2.5492,,,,,,
34,2.2342,,,,,,
173,2.3448,,,,,,
114,1.938,,,,,,
72,2.4383,,,,,,
177,1.6863,,,,,,
142,6.7436,,,,,,
8,1.532,,,,,,
160,4.5204,,,,,,
6,0.8715,,,,,,
176,3.5445,,,,,,
0,0,,,,,,
133,1.6032,,,,,,
77,1.9179,,,,,,
