krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
179,2.0347,179,0.9397,117,0.1546,106,0.3157
176,6.1211,179,1.0222,175,0.6619,172,1.8713
177,9.3322,180,0.3572,169,0.3162,138,1.8993
180,3.5443,180,3.7629,79,0.3485,153,1.9868
180,3.2119,159,0.7781,177,0.9127,179,1.6123
172,2.1547,180,3.1856,179,0.4325,169,1.5574
154,2.824,174,1.5446,163,0.3585,173,1.6223
172,2.0715,180,0.6567,180,0.5716,178,1.5189
12,4.619,170,3.5292,180,0.2956,176,1.5775
0,0,176,1.1901,180,1.1016,140,3.3922
10,2.7566,173,0.5901,175,0.3572,172,1.2586
179,5.728,180,0.9212,176,0.2212,136,1.5063
15,3.4386,176,0.3645,157,0.3047,167,1.4096
175,3.8448,176,2.0105,174,0.749,176,1.3689
180,4.9076,178,0.8054,179,1.8838,178,1.0786
137,2.2986,176,1.2081,180,1.3679,171,1.0446
57,2.4966,172,0.4507,180,0.8972,178,0.8194
166,5.5294,178,1.7581,180,1.0673,175,1.1574
2,1.0871,169,0.9044,180,1.1031,167,1.2464
113,2.5066,175,2.0765,180,0.7384,177,0.8526
180,2.099,179,1.1768,180,1.2371,176,0.9782
176,1.7515,178,1.913,180,0.8147,177,1.322
89,2.6257,172,1.0132,180,0.8283,178,1.4461
173,2.562,172,1.4416,180,0.7731,178,1.0336
176,3.2698,178,3.823,179,0.7443,147,1.0948
60,9.0334,180,2.2686,171,0.7962,161,0.8274
126,7.042,180,1.4963,179,0.6776,179,0.9287
177,5.4245,157,0.9809,165,0.5768,130,1.8123
167,4.1691,180,0.9111,179,1.1323,175,1.0002
2,3.6528,179,2.02,177,0.9048,180,0.7534
78,6.6868,179,1.6149,168,0.8899,180,0.6786
177,4.4873,178,1.2163,180,1.1178,179,1.1535
180,3.9958,180,0.5304,179,0.8439,179,0.7609
180,3.7654,180,1.6413,177,1.1684,169,1.0312
8,3.6199,180,1.9588,175,1.0231,178,0.744
