krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
128,5.4037,170,1.3223,160,1.4819,168,2.1045
6,1.755,154,0.3963,80,1.1084,163,2.1
180,4.3175,174,1.5162,172,0.9322,172,1.7398
48,2.1504,178,1.7203,165,0.9987,180,2.1489
164,2.1358,179,1.2901,179,1.0234,177,2.811
179,6.2626,168,1.7265,172,1.9321,175,2.679
6,1.1448,168,0.7139,176,1.3814,176,1.6729
180,4.0811,174,2.218,180,1.2012,148,1.3287
52,4.0322,177,0.8124,180,0.7969,174,1.3155
42,4.0024,178,0.3243,179,0.5296,172,1.6737
175,4.289,179,3.129,178,0.3456,170,0.9527
4,0.7477,178,0.511,180,0.3422,168,1.299
153,5.5678,179,0.7939,180,0.3867,180,1.5829
177,5.4737,180,1.4899,180,0.4696,168,1.4341
180,3.3466,180,1.4047,180,0.3967,179,1.0064
7,2.8202,180,0.5342,180,0.5136,161,1.3051
169,2.3859,161,1.2102,180,0.3476,152,1.2847
21,3.957,178,2.452,180,0.3291,140,1.6071
176,3.5388,179,0.6419,180,0.2172,169,1.5913
10,1.8186,151,0.9228,180,0.3801,168,0.9415
180,2.2209,180,0.6808,180,0.3372,172,0.9018
2,0.8279,171,1.4882,180,0.4586,154,1.0247
172,2.6577,180,2.5403,180,0.3804,176,1.3653
175,2.2412,180,0.3152,180,0.2845,177,1.5404
155,2.1302,180,1.8425,180,0.3392,150,1.1278
67,3.4981,158,2.495,179,0.4948,150,0.8779
112,1.9423,180,2.264,180,0.4309,165,1.1065
102,2.3346,180,1.0758,179,0.2168,172,0.8312
180,2.5234,173,1.362,180,0.1762,141,0.777
180,4.2353,178,0.2923,179,0.248,154,0.7446
155,1.8276,179,1.1987,180,0.3869,148,0.8648
164,2.0541,175,0.9832,180,0.2265,163,0.8411
167,5.6317,173,2.7356,180,0.2958,180,0.7869
163,7.2714,175,1.1205,180,0.3983,142,0.7505
165,7.3052,163,1.1939,180,0.3631,160,0.5864
162,3.6523,180,1.3684,179,0.2101,169,0.6546
176,3.8767,179,1.9298,179,0.176,167,0.999
162,6.0861,176,1.4283,180,0.3355,177,0.9709
155,7.4793,179,0.4557,180,0.288,180,0.9844
154,3.2092,180,0.8959,180,0.3583,138,0.8262
167,3.1861,177,1.4636,179,0.3484,179,1.1177
178,3.2596,173,0.4218,180,0.4267,176,0.6716
172,1.7353,179,0.4259,180,0.4532,170,0.6793
163,2.1339,178,1.6979,177,0.3462,151,1.2923
29,2.4058,179,2.1825,175,0.3269,167,0.7575
179,4.5896,178,1.619,178,0.5091,179,0.503
180,2.1265,169,2.1597,180,0.7229,155,0.6589
59,4.049,120,1.1863,174,0.3108,161,0.9176
9,0.2531,174,1.2132,180,0.5177,168,1.2044
179,3.0249,164,0.8755,180,0.5226,180,0.5938
163,2.9147,177,1.607,180,0.6833,174,1.1542
0,0,171,1.1348,169,0.4994,178,0.8274
180,2.8422,180,1.4308,157,0.1843,174,0.6372
179,3.5939,180,1.597,179,3.462,179,1.3514
173,3.4297,176,1.1179,76,2.5011,162,0.55
180,3.3738,175,0.5312,178,1.6763,171,0.5977
9,0.7477,166,1.1705,179,1.5673,160,0.4058
177,1.7999,175,2.3929,180,1.851,171,0.8125
178,3.4625,163,1.03,179,0.4969,178,0.4122
0,0,150,2.241,180,0.8166,180,0.3864
180,2.3682,171,0.5189,180,1.2084,180,0.2836
3,3.9646,174,1.3049,180,0.725,180,0.5668
175,1.5886,135,0.8174,180,0.5438,177,0.3086
155,2.4798,177,1.3216,180,0.6,179,0.5726
7,1.2995,170,1.3919,179,0.606,154,0.3577
138,6.4398,180,1.5298,180,0.6969,179,0.3129
180,1.6456,172,1.1064,180,0.4585,152,0.5037
35,2.8057,173,0.7169,179,0.513,180,0.6411
176,1.9712,174,0.3416,179,0.4646,179,0.4922
167,1.6147,178,0.585,180,0.6688,180,0.3251
84,7.0401,170,1.6303,179,0.4655,178,0.1888
3,1.4033,176,0.5537,162,0.3694,178,0.2963
177,2.784,164,0.2938,179,1.2809,180,0.3113
135,2.3954,180,1.3516,180,1.2211,160,0.2895
57,1.7066,95,0.4434,180,2.0877,174,0.204
0,0,180,1.4091,180,1.9957,180,0.2969
9,1.6761,178,1.0604,179,1.5577,176,0.2647
134,2.4193,172,1.2606,170,1.1001,175,0.259
76,2.002,180,1.0401,179,1.2348,167,0.2006
64,5.6997,171,1.5725,180,1.2007,179,0.2503
1,0.2951,180,1.4626,180,1.0121,175,0.7202
177,3.71,180,0.9865,180,0.6512,146,0.2427
177,2.1927,173,0.9993,180,1.0386,172,0.6303
154,2.0668,177,0.9874,180,0.8524,172,0.3314
8,0.4847,169,0.9847,180,0.8717,179,0.4405
163,2.5576,158,1.0965,180,0.7925,179,0.4176
174,6.2155,135,0.7754,180,0.5239,174,0.3785
145,1.8565,180,1.6677,179,0.8906,160,0.434
179,1.8805,180,2.8387,179,0.8243,177,0.2822
136,2.5037,174,1.8971,179,0.5548,179,0.506
168,1.4894,167,2.6016,177,0.7796,175,0.3538
141,1.616,162,0.8177,180,0.7757,179,0.3338
42,2.2535,180,2.2338,179,0.5945,173,0.6772
147,2.7496,165,0.8313,180,0.5644,177,0.4173
168,1.7431,174,0.4148,180,1.2067,179,0.3599
163,3.7033,179,1.5387,179,0.7929,180,0.3172
176,2.7012,178,1.5984,155,0.658,178,0.3507
180,2.14,177,2.1561,179,1.2857,175,0.3661
3,0.9554,173,0.8785,179,1.3518,177,0.3612
176,1.5335,160,0.7558,180,1.0543,69,1.4397
39,2.2583,179,0.3874,179,1.0109,170,0.504
172,3.5551,147,0.9704,178,0.9362,139,0.5877
142,5.0649,178,1.7457,175,1.1471,163,0.4315
179,3.1146,158,1.2456,69,1.4118,180,0.4263
129,2.0159,180,0.3391,180,1.0828,177,0.4283
175,5.0275,165,0.3406,177,0.9746,180,0.8637
150,2.2479,179,1.7079,177,1.3293,179,0.2786
65,6.1159,175,2.1921,180,0.9314,160,0.4273
180,2.8593,177,1.5754,148,0.6444,161,0.6526
17,2.2243,175,2.2714,,,166,0.2187
159,4.3415,177,1.242,,,171,0.2927
44,5.5142,,,,,180,0.5691
179,4.9548,,,,,173,0.5371
68,4.6507,,,,,,
179,1.6009,,,,,,
6,3.8248,,,,,,
162,6.6029,,,,,,
150,1.9896,,,,,,
60,1.5821,,,,,,
128,3.6627,,,,,,
177,2.1979,,,,,,
42,3.5696,,,,,,
170,2.6934,,,,,,
4,1.4219,,,,,,
49,3.3209,,,,,,
168,2.511,,,,,,
10,1.4334,,,,,,
116,6.7415,,,,,,
9,0.9253,,,,,,
175,2.8003,,,,,,
5,2.4786,,,,,,
176,2.0037,,,,,,
149,3.4737,,,,,,
157,1.9515,,,,,,
179,2.6101,,,,,,
2,1.0629,,,,,,
155,4.7639,,,,,,
0,0,,,,,,
167,2.8508,,,,,,
54,3.0885,,,,,,
8,1.7635,,,,,,
176,1.6907,,,,,,
163,2.5199,,,,,,
142,4.9635,,,,,,
172,2.1213,,,,,,
175,1.757,,,,,,
179,1.6609,,,,,,
48,2.2819,,,,,,
162,2.0098,,,,,,
177,1.4022,,,,,,
177,7.9509,,,,,,
0,0,,,,,,
168,3.4954,,,,,,
6,1.1822,,,,,,
178,2.7425,,,,,,
3,1.775,,,,,,
116,3.4232,,,,,,
18,2.672,,,,,,
63,1.8821,,,,,,
178,4.1851,,,,,,
44,2.517,,,,,,
2,1.7305,,,,,,
166,2.7252,,,,,,
