krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
49,1.5567,175,1.7523,111,0.799,168,2.2894
177,3.7731,180,3.2967,175,0.661,140,2.1419
178,6.0833,180,2.9826,179,0.6991,177,2.9863
180,3.2011,180,3.243,171,0.8497,171,1.8716
180,3.1341,180,0.8929,180,0.3701,173,2.0361
180,7.95,178,1.704,179,1.3361,179,1.3046
170,6.487,166,2.3766,167,0.4841,173,1.6679
179,2.2903,165,0.5144,152,0.5972,152,1.8248
166,1.3859,177,2.9959,178,0.7545,179,1.7425
177,3.6785,179,1.3098,172,1.1736,166,1.3079
177,4.1056,180,1.0563,178,0.6888,180,1.616
165,3.372,176,1.3529,164,0.741,118,2.3333
180,4.2374,175,2.8796,150,1.0773,159,1.302
178,2.5837,180,2.2553,132,0.7495,174,1.4717
0,0,178,3.2296,177,0.995,158,1.1715
180,3.8366,179,2.1947,123,0.8886,138,2.2774
170,5.4373,180,1.9537,179,1.4926,180,1.1887
179,1.9393,171,1.8848,179,0.7786,157,0.9551
174,1.5799,177,0.7513,171,0.9849,170,1.0838
151,3.0529,180,1.7504,180,0.9106,151,1.6477
168,2.6575,179,0.3551,180,1.2512,178,0.7981
133,3.5934,179,1.5371,175,0.7149,180,1.1389
174,3.4114,180,1.6956,180,1.1792,180,0.9391
177,3.3547,177,1.1253,180,0.2428,123,1.5227
9,1.4098,175,1.649,180,0.335,179,1.1968
171,7.9639,179,1.2767,180,0.3557,180,0.8797
178,4.9608,168,1.3693,180,0.4325,143,1.1668
140,2.0581,177,0.5856,180,0.3311,149,2.1882
180,2.5489,180,1.2005,180,0.2145,179,0.9024
169,1.758,180,1.614,180,0.3045,132,0.9249
180,4.1431,180,1.0455,180,0.3185,162,1.143
114,1.9719,180,1.3042,180,0.3017,180,0.6328
44,3.0883,178,2.7239,180,0.3749,147,0.8157
167,6.9031,179,2.8102,180,0.3144,180,0.8336
170,2.4475,179,1.5107,180,0.1938,180,0.6457
14,10.2498,173,1.1669,180,0.3545,179,0.9199
169,1.6045,176,0.4278,179,0.2526,178,0.8654
1,1.8121,173,2.6962,180,0.2944,159,0.7194
179,3.2725,180,2.0442,180,0.2442,166,0.8538
73,5.7088,178,0.5417,180,0.2244,177,1.6008
179,5.4846,177,0.9657,179,0.2026,162,0.9199
146,2.279,180,0.285,180,0.2532,178,0.585
57,1.9842,168,1.0084,180,0.2785,179,0.7729
85,3.0046,173,1.5806,180,0.2287,148,1.0669
9,0.5373,179,1.1491,180,0.2465,177,0.8248
115,2.2713,177,0.7427,176,0.3787,180,0.8098
35,3.0169,180,1.2741,180,0.1947,174,0.8157
180,1.7567,179,0.4216,180,0.2453,143,0.688
1,3.1681,179,1.5088,179,0.2057,154,1.2473
13,10.4574,176,1.8748,180,0.4116,160,0.68
46,7.9514,177,1.6294,175,0.2313,177,0.7167
42,4.1467,171,0.7866,177,0.2384,152,1.1922
3,1.7715,174,1.743,176,0.1882,169,0.942
173,2.1079,177,1.7763,178,0.4336,174,0.5708
180,1.9829,177,2.3717,178,0.2238,179,0.5866
180,1.9688,169,1.3483,177,0.3494,171,0.5307
177,1.8675,177,2.4231,180,0.196,146,1.1916
180,2.1119,180,1.0374,180,0.259,178,0.5865
69,2.3241,180,2.4782,180,0.3286,168,0.6327
173,2.5215,180,1.5153,180,0.3681,110,0.9663
65,4.7367,180,1.1077,179,0.2881,175,0.5636
176,4.7641,176,1.5124,180,0.3283,170,0.5887
179,4.3626,174,1.0542,179,0.4327,175,0.5686
161,5.4996,171,2.0875,180,0.3591,167,0.693
179,3.7085,180,1.3877,179,0.2736,157,0.9129
30,2.4544,179,0.8509,159,3.2893,119,0.5771
178,2.1697,180,2.086,146,1.9548,175,0.7619
6,0.9315,170,0.4978,175,2.3442,128,1.2195
179,1.7487,170,2.5725,164,1.5261,159,1.4206
163,3.1531,180,1.6655,177,1.5681,164,0.5007
178,3.8071,177,0.9991,175,1.5971,174,0.6684
0,0,180,0.7607,178,1.7797,176,0.4977
165,2.1667,180,1.7524,180,0.3881,179,0.5593
42,2.8799,180,0.8746,180,0.4891,160,0.4582
137,1.7788,178,0.3611,180,0.4949,170,0.4156
43,2.2755,176,1.0961,177,0.5381,174,0.5744
175,5.838,180,0.3744,180,0.7313,156,0.5279
180,3.3719,180,0.7951,179,0.6098,177,1.0728
171,3.7528,180,1.5723,178,0.4377,158,0.5009
0,0,180,0.9479,178,0.4791,134,0.9099
174,10.937,174,0.9723,180,0.65,166,0.24
178,1.9303,176,2.0303,180,0.8807,178,0.2895
7,1.3676,175,1.2805,167,0.4294,178,0.4396
180,1.5105,177,1.1283,179,0.5201,180,0.421
157,1.7984,180,1.7058,177,0.4578,130,0.3924
0,0,175,1.3262,170,0.4384,154,0.4627
175,3.1159,172,1.606,176,0.3223,170,0.419
138,2.2296,170,1.6888,154,0.4938,174,0.3669
47,3.5194,180,1.3299,180,1.0958,177,0.2796
180,4.0421,178,0.9093,180,1.56,174,0.7163
38,2.6793,178,1.9363,180,0.7591,151,0.4091
179,2.1589,178,1.6336,176,0.6943,169,0.2191
170,2.614,180,2.3545,180,0.7736,180,0.2498
12,7.8897,165,0.7739,180,0.9776,179,0.6489
137,3.3074,175,1.623,180,0.6975,180,0.3885
144,4.3651,179,1.9466,180,0.6829,167,0.2626
176,2.1014,171,0.6273,180,0.6349,180,0.2614
34,8.3669,177,0.7746,179,0.6836,165,0.2129
178,6.8348,179,1.489,180,0.6713,178,0.6655
177,5.9585,180,1.4507,180,0.7111,180,0.4543
180,2.3218,177,3.1449,177,0.5612,180,0.3545
152,2.7383,179,2.0184,178,0.6075,175,0.3259
0,0,180,3.3977,180,0.6015,180,0.3268
177,1.8565,180,1.1581,180,0.6321,177,0.2732
4,1.1106,177,0.7419,167,0.6106,176,0.2525
140,2.2785,175,4.4351,171,0.4564,173,0.2666
169,1.7423,178,0.9165,164,0.5908,178,0.29
150,5.8951,180,0.6355,178,0.332,163,0.2179
177,5.0793,180,1.2146,175,0.3514,167,0.2528
163,4.2876,174,0.401,137,0.2657,175,0.3216
147,1.4837,177,2.1288,179,0.4155,170,0.2008
47,2.3999,180,1.9348,180,0.6485,130,0.7776
164,3.3256,179,2.5578,180,0.87,167,0.4369
179,2.4177,178,1.7112,178,0.3575,179,0.8516
5,1.7917,175,1.5482,178,0.4887,153,0.6134
175,3.4734,180,0.4612,175,0.2206,158,0.2466
163,2.6221,166,0.8475,176,0.4184,179,0.2341
173,1.8743,173,0.5166,161,0.3108,168,0.3447
177,1.9398,173,0.5102,178,0.4292,166,0.8141
44,2.7301,177,0.4945,180,0.1864,177,0.3298
180,5.4763,180,1.4715,179,0.1748,177,0.19
3,2.0325,178,0.9206,170,0.368,150,0.3315
56,2.2369,178,1.8275,170,0.9535,176,0.3358
156,2.6105,175,0.4932,151,0.8183,133,0.3498
0,0,179,0.4708,175,1.757,156,0.3727
122,2.7048,175,1.1567,179,1.3613,180,0.2359
180,5.0272,176,1.1267,130,1.0562,154,0.3715
172,2.1441,177,1.5347,177,0.8929,180,0.3118
143,1.5878,174,0.9476,175,1.3078,180,0.3527
47,1.9403,180,2.2716,180,1.1361,125,0.3936
114,2.8281,180,1.1803,180,1.752,125,0.3296
167,4.2115,163,1.0743,180,1.8151,173,0.2909
160,2.8411,180,1.2972,178,1.1645,171,0.3172
167,1.6338,179,0.7164,179,1.0784,180,0.39
107,2.6497,179,2.6143,95,1.92,173,0.4338
35,4.6187,180,0.7208,179,1.7188,180,0.5023
178,2.6658,174,1.4517,179,1.3394,179,0.3135
28,3.1739,179,2.4893,180,1.0768,163,0.3987
67,2.9587,175,2.4247,180,1.1137,175,0.3847
171,2.5481,180,0.9055,179,1.2458,180,0.4516
