krsof,krsof,lkh3,lkh3,kmeans-partition,kmeans-partition,kmeans-aggregation,kmeans-aggregation
Capacities,Distances,Capacities,Distances,Capacities,Distances,Capacities,Distances
180,2.6038,180,0.3672,180,1.0518,155,2.278
179,4.7443,180,2.4369,171,0.3718,174,1.9571
175,7.9958,179,1.2458,180,0.3973,174,3.1634
2,2.3597,178,2.6333,180,0.5247,176,1.4145
178,2.2225,180,2.7048,179,0.3583,167,1.5034
177,6.2231,180,1.0926,180,0.3832,177,1.5357
107,1.803,180,0.8866,180,0.3049,174,1.621
171,1.663,179,2.9189,180,0.306,162,1.9729
163,4.7244,179,2.3592,180,0.3072,165,1.2352
4,1.1091,179,0.663,180,0.4239,168,1.2315
179,5.382,178,3.512,180,0.3725,177,1.942
177,1.4324,180,2.3426,180,0.3294,180,1.1168
180,1.4507,180,0.9911,180,0.3465,162,2.307
4,0.79,179,0.52,179,0.2372,174,1.0636
76,5.4211,180,3.1327,180,0.2956,179,0.9366
180,3.2635,177,0.4303,174,0.2796,179,1.0242
179,5.324,180,0.4628,180,0.2545,169,1.3915
180,2.4673,180,3.4894,179,0.2674,162,1.0405
180,6.8722,180,2.7457,180,0.2587,172,1.4485
6,3.3948,179,2.4131,180,0.2138,178,1.0061
175,5.5088,179,2.5777,179,0.3077,174,1.5428
180,2.6881,180,1.8489,180,0.2856,168,0.806
165,4.5738,180,1.7928,180,0.2806,164,1.1415
180,2.423,179,0.6804,179,0.2937,171,1.1961
7,1.3279,180,2.9987,179,0.2424,168,1.6334
52,1.7363,179,0.3916,179,0.3144,159,1.2117
161,1.948,177,2.5092,179,0.2483,180,0.8265
162,3.9468,179,1.9619,180,0.3155,175,0.8712
177,3.8497,178,2.8455,180,0.2449,179,1.2457
164,1.4206,180,0.6426,180,0.2011,164,1.4245
178,3.984,179,1.1825,178,0.2533,173,0.777
38,4.2367,179,2.7711,179,0.2134,166,1.013
163,6.1977,180,0.5554,180,0.1964,152,0.9933
147,3.1366,178,0.8692,177,0.1739,150,0.8157
166,5.7923,180,2.6632,177,0.2238,177,1.1087
13,4.1997,180,3.9605,180,0.2995,180,0.7389
165,1.4015,179,1.3722,178,0.3116,180,0.9545
3,2.3007,180,1.0328,176,0.2603,173,0.8051
81,8.2682,180,1.4513,180,0.2507,177,0.7587
44,7.098,179,1.6015,180,0.2712,179,0.9738
169,2.1337,180,1.7803,157,0.5024,155,0.7486
55,1.8854,178,1.0509,177,0.3302,180,0.9887
38,4.1186,179,2.3656,178,0.3979,142,1.1546
180,1.7358,180,2.5946,180,0.5303,159,1.0028
33,2.2955,180,1.5426,177,0.3404,180,0.8717
179,2.3349,179,0.8544,176,0.363,178,1.1881
153,5.8415,180,0.8967,179,1.2155,173,0.7717
175,3.9409,180,1.0176,180,1.4101,176,0.7644
171,2.7354,180,3.0705,179,0.8746,179,0.6705
0,0,180,1.1776,175,0.789,177,0.7559
99,3.2184,179,2.3458,180,1.0999,178,0.4345
141,1.7726,179,3.3764,176,0.8285,133,1.4489
123,2.9909,180,0.4788,179,0.7429,150,0.6374
0,0,179,0.7793,180,1.2907,173,0.7675
0,0,180,0.5918,177,0.8856,175,0.637
106,2.4926,180,2.0955,180,0.7913,179,0.5901
162,4.3871,179,1.4289,175,0.8437,124,1.9807
13,2.6541,179,0.3282,175,0.7383,157,0.6131
132,2.2606,180,2.3371,131,1.5959,175,0.5833
69,3.9457,178,1.0882,162,1.5643,138,0.7894
156,2.8818,179,0.5534,179,1.6428,160,0.5993
99,1.7749,177,2.4223,178,2.0815,173,1.1779
75,2.2015,180,2.1343,178,1.5099,157,0.8022
60,3.5416,178,1.6597,177,1.9075,150,0.5725
3,1.636,178,2.1247,179,3.5173,162,0.5885
180,4.2512,180,1.6976,175,0.7284,171,1.2343
158,1.6464,180,1.1276,180,0.5713,177,0.6287
61,1.8136,179,2.9865,180,1.1613,163,0.673
173,2.3778,179,1.4619,178,0.7226,167,0.4336
0,0,180,2.1802,180,1.1298,173,0.5855
170,4.7873,179,4.0478,180,0.5328,174,0.476
179,2.3408,179,1.5242,180,0.5678,173,0.4646
165,2.5848,180,2.1358,180,0.6829,175,0.6627
172,1.8235,180,1.7814,179,0.5,180,0.4501
149,2.9561,180,2.1335,179,0.4819,173,0.911
178,1.9352,179,0.8592,180,1.1089,168,0.5614
176,2.017,180,2.1164,179,0.7509,173,0.5442
59,2.7599,176,1.3907,179,0.6864,148,1.0314
155,4.8834,180,0.5074,180,0.5366,179,0.3275
76,2.5683,180,1.1554,180,0.9459,158,1.2615
126,3.8109,180,1.333,180,0.724,180,0.3467
74,2.1171,180,2.1297,159,0.5181,169,0.7842
179,3.2008,178,0.3691,175,0.4879,170,0.4036
7,1.4588,180,0.4781,169,1.042,173,0.2694
177,2.3131,180,1.1395,179,0.7056,168,0.4129
147,3.1429,177,1.2472,176,0.9923,180,0.2826
144,2.2357,180,1.4323,180,1.3454,179,0.3054
18,2.8484,180,0.3546,161,0.4707,171,0.2926
179,4.9624,179,1.6539,180,0.7556,161,0.3132
177,1.8866,180,1.8007,178,0.5902,178,0.2717
175,2.0676,180,0.4941,159,0.5221,177,0.2657
178,1.7458,180,1.0765,176,0.901,176,0.3071
